0.101732,0.101732,0.175066,0.400000,0.000000,0.000000,1.000000,0.175066,0.400000,0.000000,0.394472,0.666667,0.000000,0.570552,0.323333,0.727273,0.000000,0.575851,0.322581,0.000000,0.000000,0.000000,0.000000,0.000000,0.983266,0.000000,0.456480,0.098963,1.287814,0.195592,0.000000,0.339364,0.178117,0.366667,0.180230,0.178117,0.917759
0.067100,0.067100,0.144562,0.400000,0.000000,0.000000,1.000000,0.144562,0.400000,0.000000,0.412060,0.166667,0.000000,0.561350,0.350000,0.393939,0.000000,0.566563,0.350389,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.045219,0.024507,0.045749,0.086734,0.000000,0.354231,0.148855,0.300000,0.129208,0.148855,0.171128
0.136364,0.136364,0.324271,0.100000,0.000000,0.000000,1.000000,0.324271,0.100000,0.000000,0.560302,0.000000,0.000000,0.588957,0.536667,0.363636,0.000000,0.594427,0.535039,0.000000,0.000000,0.000000,0.000000,0.000000,0.976122,0.000000,0.036574,0.070523,0.057148,0.146972,0.000000,0.388136,0.340967,0.433333,0.249362,0.340967,0.213815
0.136364,0.134199,0.392573,0.000000,0.000000,0.000000,1.000000,0.392573,0.000000,0.000000,0.620603,0.500000,0.000000,0.607362,0.610000,0.363636,0.000000,0.603715,0.609566,0.000000,0.000000,0.000000,0.260504,0.000000,0.956750,0.000000,0.292839,0.165785,0.197275,0.245583,0.000000,0.485025,0.394402,0.400000,0.215289,0.394402,0.312437
0.147186,0.147186,0.341512,0.000000,0.000000,0.000000,1.000000,0.341512,0.000000,0.000000,0.546901,0.000000,0.000000,0.628834,0.504444,0.090909,0.000000,0.631579,0.505006,0.000000,0.000000,0.000000,0.000000,0.000000,0.987778,0.000000,0.182774,0.072664,0.105316,0.157731,0.000000,0.386281,0.342239,0.400000,0.254295,0.342239,0.243904
0.071429,0.071429,0.180371,0.200000,0.000000,0.000000,1.000000,0.180371,0.200000,0.000000,0.387772,0.166667,0.000000,0.555215,0.320000,0.212121,0.000000,0.557276,0.317019,0.000000,0.000000,0.000000,0.000000,0.000000,0.931959,0.000000,0.376667,0.062451,0.180963,0.136326,0.000000,0.340415,0.183206,0.266667,0.192071,0.183206,0.251550
0.077922,0.077922,0.244032,0.200000,0.000000,0.000000,1.000000,0.244032,0.200000,0.000000,0.417085,0.166667,0.000000,0.561350,0.356667,0.303030,0.000000,0.563467,0.355951,0.000000,0.000000,0.000000,0.000000,0.000000,0.968269,0.000000,0.177568,0.039329,0.094531,0.106914,0.000000,0.326989,0.244275,0.233333,0.143081,0.244275,0.201754
0.173160,0.173160,0.340186,0.200000,0.000000,0.000000,1.000000,0.340186,0.200000,0.000000,0.524288,0.000000,0.000000,0.598160,0.485556,0.181818,0.000000,0.603715,0.482759,0.000000,0.000000,0.000000,0.000000,0.000000,0.961806,0.000000,0.585649,0.115471,0.580810,0.225154,0.000000,0.335539,0.328244,0.400000,0.307871,0.328244,0.534493
0.238095,0.238095,0.498011,0.500000,0.000000,0.000000,1.000000,0.498011,0.500000,0.000000,0.657454,0.000000,0.000000,0.730061,0.614444,0.545455,0.000000,0.733746,0.615128,0.000000,0.000000,0.000000,0.000000,0.000000,0.989777,0.000000,0.093933,0.085823,0.080061,0.179558,0.000000,0.386007,0.483461,0.433333,0.316287,0.483461,0.264853
0.225108,0.225108,0.474801,0.500000,0.000000,0.000000,1.000000,0.474801,0.500000,0.000000,0.652429,0.666667,0.000000,0.779141,0.590000,0.454545,0.000000,0.786378,0.590656,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.193529,0.094763,0.129380,0.209746,0.000000,0.476339,0.474555,0.433333,0.336835,0.474555,0.313486
