0.290323,0.290323,0.406393,0.000000,0.000000,0.000000,0.000000,0.406393,0.000000,0.000000,0.460733,0.265487,0.363636,0.454023,0.666667,0.296000,0.363636,0.454023,0.666667,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.720566,0.155556,0.368295,0.157377,0.000000,0.316958,0.493569,0.500000,0.498656,0.493569,0.320557
0.247312,0.247312,0.287671,0.000000,0.000000,0.000000,0.000000,0.287671,0.000000,0.000000,0.287958,0.088496,0.318182,0.275862,0.333333,0.136000,0.318182,0.275862,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.052906,0.025926,0.115292,0.042623,0.000000,0.097941,0.545016,0.400000,0.265324,0.545016,0.289199
0.225806,0.225806,0.356164,0.000000,0.000000,0.000000,0.000000,0.356164,0.000000,0.000000,0.397906,0.212389,0.590909,0.362069,0.333333,0.296000,0.590909,0.362069,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.222429,0.159259,0.305845,0.209836,0.000000,0.211383,0.593248,0.500000,0.390654,0.593248,0.452962
0.408602,0.408602,0.474886,0.000000,0.000000,0.000000,0.000000,0.474886,0.000000,0.000000,0.424084,0.336283,0.545455,0.402299,0.000000,0.400000,0.545455,0.402299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.005216,0.018519,0.055244,0.026230,0.000000,0.254012,0.372990,0.400000,0.278668,0.372990,0.174216
0.483871,0.483871,0.452055,0.000000,0.000000,0.000000,0.000000,0.452055,0.000000,0.000000,0.356021,0.115044,0.590909,0.321839,0.000000,0.208000,0.590909,0.321839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.075261,0.081481,0.106485,0.055738,0.000000,0.200658,0.419614,0.400000,0.327989,0.419614,0.188153
0.548387,0.548387,0.648402,0.000000,0.000000,0.000000,0.000000,0.648402,0.000000,0.000000,0.345550,0.061947,0.500000,0.321839,0.000000,0.144000,0.500000,0.321839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.007079,0.044444,0.048038,0.039344,0.000000,0.199836,0.598071,0.500000,0.330653,0.598071,0.167247
0.473118,0.473118,0.474886,1.750000,0.000000,0.000000,0.000000,0.474886,1.750000,0.000000,0.282723,0.079646,0.181818,0.293103,0.000000,0.104000,0.181818,0.293103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.011177,0.040741,0.064852,0.075410,0.000000,0.184530,0.578778,0.500000,0.345342,0.578778,0.188153
0.204301,0.204301,0.260274,1.000000,0.000000,0.000000,0.000000,0.260274,1.000000,0.000000,0.712042,0.823009,0.227273,0.747126,0.666667,0.784000,0.227273,0.747126,0.666667,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.004098,0.037037,0.067254,0.085246,0.000000,0.138652,0.371383,0.500000,0.290669,0.371383,0.198606
0.247312,0.247312,0.347032,0.750000,0.000000,0.000000,0.000000,0.347032,0.750000,0.000000,0.481675,0.442478,0.318182,0.494253,0.000000,0.456000,0.318182,0.494253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.172504,0.085185,0.157726,0.101639,0.000000,0.222618,0.448553,0.400000,0.377334,0.448553,0.209059
0.139785,0.139785,0.324201,0.250000,0.000000,0.000000,0.000000,0.324201,0.250000,0.000000,0.481675,0.238938,0.818182,0.431034,0.000000,0.360000,0.818182,0.431034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.214232,0.062963,0.170536,0.059016,0.000000,0.221718,0.475884,0.400000,0.276004,0.475884,0.216028
0.344086,0.344086,0.506849,0.250000,0.000000,0.000000,0.000000,0.506849,0.250000,0.000000,0.554974,0.442478,0.681818,0.528736,0.000000,0.512000,0.681818,0.528736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.002981,0.022222,0.056845,0.042623,0.000000,0.181555,0.614148,0.600000,0.282653,0.614148,0.212544
0.215054,0.215054,0.319635,0.250000,0.000000,0.000000,0.000000,0.319635,0.250000,0.000000,0.261780,0.017699,0.590909,0.212644,0.333333,0.120000,0.590909,0.212644,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.008197,0.022222,0.055244,0.022951,0.000000,0.223558,0.503215,0.300000,0.214659,0.503215,0.216028
0.182796,0.182796,0.273973,0.250000,0.000000,0.000000,0.000000,0.273973,0.250000,0.000000,0.434555,0.247788,0.272727,0.448276,0.000000,0.264000,0.272727,0.448276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.194486,0.096296,0.364291,0.104918,0.000000,0.159594,0.456592,0.400000,0.278668,0.456592,0.310105
0.311828,0.311828,0.593607,0.250000,0.000000,0.000000,0.000000,0.593607,0.250000,0.000000,0.549738,0.274336,0.818182,0.505747,0.000000,0.384000,0.818182,0.505747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.492548,0.174074,0.676541,0.137705,0.000000,0.255539,0.565916,0.700000,0.606658,0.565916,0.369338
0.516129,0.516129,0.611872,0.500000,0.000000,0.000000,0.000000,0.611872,0.500000,0.000000,0.476440,0.247788,0.454545,0.471264,0.000000,0.296000,0.454545,0.471264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.059985,0.137037,0.091273,0.085246,0.000000,0.259532,0.726688,0.800000,0.638674,0.726688,0.226481
