precision,recall,fscore,thresholds
0.06706408345752608,0.9,0.12482662968099861,0.2814105687103506
0.06711409395973154,0.9,0.12491325468424705,0.2817559548237981
0.0664179104477612,0.89,0.12361111111111112,0.2817596129768222
0.06572068707991038,0.88,0.12230715774843641,0.28208593580570945
0.06576980568011959,0.88,0.1223922114047288,0.28220270723684115
0.06581899775617053,0.88,0.12247738343771748,0.2823713792291434
0.0658682634730539,0.88,0.12256267409470753,0.28342221482812585
0.06591760299625468,0.88,0.12264808362369338,0.2834766662201997
0.06601650412603151,0.88,0.12281926029309143,0.28417270913040954
0.06606606606606606,0.88,0.12290502793296089,0.2842266823694538
0.06611570247933884,0.88,0.12299091544374563,0.2845288360172139
0.06541353383458647,0.87,0.12167832167832167,0.2850653146993605
0.0654627539503386,0.87,0.12176347095871239,0.2855769610788221
0.06551204819277108,0.87,0.1218487394957983,0.2858187264284445
0.06556141672946496,0.87,0.12193412754029433,0.2861612766062734
0.06561085972850679,0.87,0.12201963534361852,0.2866209790836823
0.06566037735849056,0.87,0.12210526315789472,0.28711413816303216
0.06570996978851963,0.87,0.12219101123595505,0.2875702462096245
0.06575963718820861,0.87,0.12227687983134222,0.2876974188284071
0.06580937972768533,0.87,0.12236286919831225,0.28936926025956794
0.06585919757759273,0.87,0.12244897959183673,0.2897664064352565
0.0659090909090909,0.87,0.12253521126760562,0.2914198736558697
0.06595905989385899,0.87,0.1226215644820296,0.2918011859014246
0.06600910470409711,0.87,0.12270803949224258,0.2935058980787916
0.06605922551252848,0.87,0.12279463655610445,0.2941160022607902
0.06534954407294832,0.86,0.12146892655367231,0.29421663121421177
0.06539923954372624,0.86,0.12155477031802121,0.29444455980301404
0.0654988575780655,0.86,0.12172682236376506,0.2950967673809446
0.06554878048780488,0.86,0.12181303116147309,0.2964869434943202
0.06559877955758962,0.86,0.12189936215450035,0.2973436994866221
0.06564885496183206,0.86,0.12198581560283689,0.2975473418323708
0.06569900687547746,0.86,0.12207239176721077,0.2980568747005389
0.06574923547400612,0.86,0.1221590909090909,0.29851373550886506
0.06584992343032159,0.86,0.12233285917496442,0.29862252577216586
0.06590038314176246,0.86,0.12241992882562278,0.2986977657961428
0.06595092024539877,0.86,0.1225071225071225,0.2987109142466274
0.06600153491941672,0.86,0.12259444048467567,0.29999999999999993
0.06615384615384616,0.86,0.12285714285714289,0.30000000000000016
0.06620477290223249,0.86,0.12294496068620445,0.3000000000000005
0.0662557781201849,0.86,0.123032904148784,0.3004745479609595
0.06630686198920586,0.86,0.12312097351467431,0.3006416233550868
0.06635802469135803,0.86,0.12320916905444128,0.30092706670658503
0.06640926640926641,0.86,0.12329749103942651,0.30182322395503586
0.06646058732612056,0.86,0.12338593974175037,0.30214957171838225
0.06651198762567673,0.86,0.12347451543431445,0.30250887613267435
0.06656346749226007,0.86,0.12356321839080461,0.30360140272878583
0.06666666666666667,0.86,0.1237410071942446,0.30470433957324244
0.06671838634600466,0.86,0.1238300935925126,0.30527448886419223
0.06677018633540373,0.86,0.1239193083573487,0.3060199839687357
0.06682206682206682,0.86,0.12400865176640229,0.30622527935581273
0.06687402799377916,0.86,0.1240981240981241,0.3064296573829485
0.0669260700389105,0.86,0.12418772563176894,0.3069113501131676
0.06697819314641744,0.86,0.12427745664739884,0.30775646789826483
0.06703039750584568,0.86,0.12436731742588576,0.3089945714402039
0.06708268330733229,0.86,0.12445730824891461,0.3092596852692031
0.06713505074160812,0.86,0.12454742939898625,0.30943321785612393
0.0671875,0.86,0.1246376811594203,0.3096409765393721
0.06724003127443315,0.86,0.12472806381435823,0.3099336991383149
0.06651017214397496,0.85,0.12336719883889695,0.3099964525453133
0.06656225528582616,0.85,0.1234567901234568,0.3100460616359281
0.06583072100313479,0.84,0.12209302325581395,0.3100537056931318
0.06588235294117648,0.84,0.12218181818181818,0.31064638229641905
0.06593406593406594,0.84,0.12227074235807861,0.3107787822185412
0.06598586017282011,0.84,0.12235979606700656,0.3109017491169878
0.0660377358490566,0.84,0.12244897959183675,0.3113998742215863
0.06608969315499606,0.84,0.1225382932166302,0.3116217534754931
0.06614173228346457,0.84,0.12262773722627737,0.3118373883634721
0.06619385342789598,0.84,0.12271731190650109,0.31257232148782044
0.06624605678233439,0.84,0.12280701754385966,0.31290424584243043
0.06629834254143646,0.84,0.12289685442574982,0.3131668060774014
0.06635071090047394,0.84,0.12298682284040996,0.31325193493401626
0.06640316205533597,0.84,0.1230769230769231,0.3133205971149719
0.06645569620253164,0.84,0.12316715542521993,0.31349925812490353
0.0665083135391924,0.84,0.12325752017608217,0.3135851682377613
0.06661379857256146,0.84,0.12343864805290228,0.31426968052712506
0.06666666666666667,0.84,0.12352941176470587,0.31426968052725274
0.06671961874503574,0.84,0.12362030905077262,0.3142696805273529
0.06677265500794913,0.84,0.12371134020618556,0.3142696805273543
0.06693227091633466,0.84,0.12398523985239851,0.3142696805273545
0.06698564593301436,0.84,0.1240768094534712,0.3147421033190842
0.0670391061452514,0.84,0.12416851441241683,0.3156434429992835
0.0670926517571885,0.84,0.1242603550295858,0.3158436354222883
0.0671462829736211,0.84,0.12435233160621761,0.3165267811162242
0.0672,0.84,0.12444444444444443,0.3165929461100717
0.06725380304243395,0.84,0.12453669384729428,0.3173336838519794
0.0673076923076923,0.84,0.12462908011869435,0.3184769161432891
0.06655974338412189,0.83,0.12323682256867113,0.3187720473775644
0.06581059390048154,0.82,0.12184249628528974,0.3191849527035687
0.06586345381526104,0.82,0.12193308550185873,0.3193306794520513
0.06591639871382636,0.82,0.1220238095238095,0.3195184002273919
0.06596942880128721,0.82,0.12211466865227104,0.3195241548712729
0.06602254428341385,0.82,0.12220566318926976,0.3195241548712735
0.06607574536663981,0.82,0.12229679343773303,0.3198166608142245
0.06612903225806452,0.82,0.12238805970149254,0.3198168867805773
0.06618240516545601,0.82,0.12247946228528753,0.3200246386386782
0.06623586429725363,0.82,0.12257100149476831,0.3200701897027985
0.06628940986257073,0.82,0.12266267763649963,0.3203515281185511
0.06634304207119741,0.82,0.12275449101796407,0.32088149332170063
0.06639676113360324,0.82,0.12284644194756554,0.3210384794061432
0.06645056726094004,0.82,0.12293853073463269,0.32146518037464084
0.0665044606650446,0.82,0.12303075768942236,0.3214922717488039
0.06655844155844155,0.82,0.12312312312312311,0.3215502604229947
0.06661251015434606,0.82,0.12321562734785875,0.3216356736470614
0.06666666666666667,0.82,0.12330827067669173,0.3217258565485929
0.06672091131000814,0.82,0.1234010534236268,0.32177540227005763
0.06677524429967427,0.82,0.12349397590361445,0.3217913385065585
0.06682966585167074,0.82,0.12358703843255464,0.32216787838617783
0.06693877551020408,0.82,0.12377358490566036,0.32255437906322343
0.06699346405228758,0.82,0.12386706948640483,0.3228800461307067
0.06623058053965658,0.81,0.12244897959183673,0.3231761713147623
0.06546644844517185,0.8,0.12102874432677761,0.3232316863524312
0.06557377049180328,0.8,0.12121212121212123,0.3235968389098093
0.06562756357670221,0.8,0.12130401819560273,0.32387120780893824
0.06568144499178982,0.8,0.12139605462822459,0.3239678100489634
0.06578947368421052,0.8,0.121580547112462,0.3252783332604868
0.06589785831960461,0.8,0.121765601217656,0.3254289503398539
0.06595218466611706,0.8,0.12185833968012186,0.32563298947697
0.066006600660066,0.8,0.12195121951219512,0.3256480667348497
0.06606110652353427,0.8,0.12204424103737604,0.3259249479256565
0.06617038875103391,0.8,0.12223071046600459,0.3259861843755719
0.06622516556291391,0.8,0.12232415902140674,0.3260670035473198
0.06628003314001657,0.8,0.1224177505738332,0.32607299507228393
0.06633499170812604,0.8,0.1225114854517611,0.32626661245392075
0.06639004149377593,0.8,0.12260536398467434,0.3262855903215162
0.0664451827242525,0.8,0.1226993865030675,0.3264504413644885
0.06650041562759768,0.8,0.12279355333844974,0.32800686135809193
0.06655574043261231,0.8,0.1228878648233487,0.3284005073261073
0.06661115736885928,0.8,0.12298232129131438,0.328717590716715
0.06672226855713094,0.8,0.12317167051578136,0.3289039525478311
0.0667779632721202,0.8,0.12326656394453005,0.3291027684430127
0.06683375104427736,0.8,0.1233616037008481,0.3295951301628577
0.06688963210702341,0.8,0.12345679012345678,0.3299284288872675
0.06694560669456066,0.8,0.12355212355212354,0.3302204968053377
0.06700167504187604,0.8,0.12364760432766615,0.3304485300045541
0.06705783738474434,0.8,0.12374323279195669,0.3307189138830628
0.06711409395973154,0.8,0.1238390092879257,0.3307189138830721
0.06717044500419815,0.8,0.12393493415956622,0.33071891388307323
0.06722689075630252,0.8,0.12403100775193798,0.33071891388307384
0.06661045531197302,0.79,0.12286158631415241,0.33071891388307395
0.06672297297297297,0.79,0.12305295950155762,0.3307189138830741
0.06677937447168217,0.79,0.12314886983632115,0.3307189138830752
0.06683587140439932,0.79,0.1232449297971919,0.33072209545887377
0.06689246401354784,0.79,0.12334113973458236,0.3309702975427912
0.06694915254237288,0.79,0.1234375,0.3309702975427931
0.06700593723494487,0.79,0.12353401094605161,0.3311562909743876
0.06706281833616298,0.79,0.12363067292644757,0.3316354124841824
0.06711979609175871,0.79,0.12372748629600627,0.3317628067163827
0.06717687074829932,0.79,0.12382445141065831,0.3325629631838212
0.06723404255319149,0.79,0.12392156862745099,0.33271287162883617
0.06734867860187553,0.79,0.12411626080125686,0.332938893315871
0.0674061433447099,0.79,0.12421383647798742,0.3330329117714395
0.06746370623398805,0.79,0.12431156569630214,0.3330408478282604
0.06752136752136752,0.79,0.12440944881889762,0.3331264010482765
0.06757912745936698,0.79,0.12450748620961387,0.33333320000040034
0.06763698630136987,0.79,0.1246056782334385,0.3333613490254513
0.0676949443016281,0.79,0.12470402525651143,0.33367845869826324
0.06689536878216124,0.78,0.12322274881516589,0.33399840021019
0.06609442060085836,0.77,0.1217391304347826,0.33435771878231274
0.0661512027491409,0.77,0.1218354430379747,0.3350969129311168
0.06620808254514188,0.77,0.12193190815518606,0.33525108035516143
0.06626506024096386,0.77,0.12202852614896989,0.3360707668849427
0.06632213608957795,0.77,0.12212529738302934,0.3362209348253093
0.06637931034482758,0.77,0.12222222222222222,0.33670729976279073
0.06643658326143227,0.77,0.12231930103256553,0.3368098695143465
0.06563039723661486,0.76,0.12082670906200318,0.3368606870430182
0.06568712186689715,0.76,0.12092283214001592,0.3377184178349298
0.0657439446366782,0.76,0.12101910828025476,0.3377524317538226
0.0658008658008658,0.76,0.12111553784860558,0.33778047975440195
0.0658578856152513,0.76,0.12121212121212122,0.33802345728287264
0.06591500433651344,0.76,0.12130885873902633,0.3380255296684734
0.06597222222222222,0.76,0.12140575079872205,0.33823167300995555
0.06602953953084274,0.76,0.12150279776179056,0.33834391472796826
0.06608695652173913,0.76,0.1216,0.33913294431699004
0.06614447345517842,0.76,0.12169735788630906,0.33966830615173554
0.06620209059233449,0.76,0.12179487179487179,0.3397616048688863
0.06625980819529206,0.76,0.1218925421010425,0.3399564535999726
0.06631762652705062,0.76,0.12199036918138043,0.33996958781988645
0.06637554585152838,0.76,0.12208835341365462,0.340115018558554
0.06643356643356643,0.76,0.12218649517684887,0.3403303129673245
0.06649168853893263,0.76,0.12228479485116653,0.34111092649099634
0.06654991243432574,0.76,0.12238325281803544,0.3418148889274592
0.06660823838737949,0.76,0.1224818694601128,0.34185605279929243
0.06666666666666667,0.76,0.12258064516129032,0.34197514317369365
0.06672519754170325,0.76,0.12267958030669895,0.3421271118037648
0.06678383128295255,0.76,0.12277867528271406,0.3423425669523673
0.06684256816182937,0.76,0.12287793047696038,0.34244403186738864
0.06690140845070422,0.76,0.12297734627831713,0.3424470659679939
0.06696035242290749,0.76,0.12307692307692308,0.3429311138955624
0.06701940035273368,0.76,0.12317666126418152,0.34299717028501764
0.06707855251544571,0.76,0.1232765612327656,0.34344615698306585
0.06713780918727916,0.76,0.12337662337662339,0.3434721036949945
0.06631299734748011,0.75,0.12185215272136476,0.3439920932373373
0.06637168141592921,0.75,0.12195121951219515,0.3444533040242773
0.06643046944198405,0.75,0.12205044751830756,0.34448365936405834
0.06648936170212766,0.75,0.1221498371335505,0.344837426778432
0.06654835847382432,0.75,0.12224938875305623,0.3448856140564989
0.06660746003552398,0.75,0.12234910277324633,0.3449458087546504
0.06666666666666667,0.75,0.12244897959183675,0.3449772891440996
0.06672597864768683,0.75,0.12254901960784313,0.34506561724303497
0.06678539626001781,0.75,0.12264922322158626,0.34536954990363955
0.06684491978609626,0.75,0.12274959083469722,0.3453744906523584
0.06690454950936664,0.75,0.12285012285012285,0.3457602357081348
0.06696428571428571,0.75,0.12295081967213116,0.3458065563307001
0.06702412868632708,0.75,0.12305168170631665,0.34588465689040504
0.06708407871198568,0.75,0.1231527093596059,0.3460309396093458
0.06714413607878246,0.75,0.12325390304026296,0.3461557131424167
0.06720430107526881,0.75,0.12335526315789473,0.3464509315914797
0.06726457399103139,0.75,0.1234567901234568,0.3466073792651368
0.06732495511669659,0.75,0.12355848434925866,0.3467276047917549
0.0673854447439353,0.75,0.12366034624896949,0.34683194115692034
0.06744604316546762,0.75,0.12376237623762375,0.3470619222877316
0.0675067506750675,0.75,0.12386457473162675,0.3472859890205283
0.06756756756756757,0.75,0.12396694214876035,0.3476188180503035
0.06762849413886383,0.75,0.12406947890818856,0.3476677516280957
0.06768953068592058,0.75,0.12417218543046359,0.3482191497117008
0.06775067750677506,0.75,0.12427506213753106,0.3482191497117021
0.06781193490054249,0.75,0.12437810945273631,0.3484787032450826
0.06787330316742081,0.75,0.12448132780082988,0.3487187479548973
0.06793478260869565,0.75,0.1245847176079734,0.3499271061118763
0.06799637352674524,0.75,0.12468827930174563,0.3499271061118784
0.06805807622504537,0.75,0.12479201331114809,0.3499271061118806
0.0681198910081744,0.75,0.12489592006661117,0.34992710611188177
0.06824385805277525,0.75,0.12510425354462051,0.3499271061118819
0.06830601092896176,0.75,0.12520868113522537,0.34992710611188205
0.06836827711941659,0.75,0.12531328320802004,0.3499271061118823
0.0684931506849315,0.75,0.12552301255230125,0.3499271061118825
0.06795224977043159,0.74,0.12447434819175779,0.3499271061118826
0.06807727690892364,0.74,0.12468407750631845,0.34992710611188266
0.06728110599078341,0.73,0.12320675105485232,0.3499271061119197
0.06734317343173432,0.73,0.1233108108108108,0.3499271061120017
0.06740535549399815,0.73,0.12341504649196955,0.3499754833497782
0.06746765249537892,0.73,0.12351945854483924,0.350126653800217
0.06753006475485661,0.73,0.12362404741744284,0.3503145891386437
0.06759259259259259,0.73,0.12372881355932203,0.35062975618679165
0.06672845227062095,0.72,0.12213740458015268,0.3513091207126059
0.06679035250463822,0.72,0.12224108658743632,0.35138510996752537
0.06685236768802229,0.72,0.12234494477485132,0.351434490256192
0.06691449814126393,0.72,0.12244897959183672,0.3518751009997837
0.06697674418604652,0.72,0.12255319148936171,0.3518879530401448
0.0670391061452514,0.72,0.12265758091993184,0.3532571868094027
0.06710158434296365,0.72,0.1227621483375959,0.35355339059327084
0.06716417910447761,0.72,0.12286689419795223,0.35394507329761504
0.06722689075630252,0.72,0.12297181895815543,0.3541513709670454
0.06728971962616823,0.72,0.12307692307692307,0.35417334300012576
0.06735266604303088,0.72,0.12318220701454234,0.3544469253854965
0.06747891283973759,0.72,0.12339331619537276,0.3544502142489598
0.0675422138836773,0.72,0.1234991423670669,0.3546800604269782
0.0676056338028169,0.72,0.12360515021459226,0.3549427577657693
0.06766917293233082,0.72,0.12371134020618556,0.35517373850157274
0.06773283160865474,0.72,0.12381771281169389,0.3552453507518417
0.06786050895381715,0.72,0.12403100775193798,0.35552128037813713
0.0679886685552408,0.72,0.12424503882657464,0.3563976319661349
0.06805293005671077,0.72,0.12435233160621761,0.35640577546783964
0.06811731315042574,0.72,0.12445980985306827,0.3564262014147514
0.06818181818181818,0.72,0.12456747404844291,0.3565559603900903
0.06824644549763033,0.72,0.12467532467532466,0.35688690134636825
0.0683111954459203,0.72,0.12478336221837089,0.3571475772177585
0.06837606837606838,0.72,0.12489158716392021,0.3571821790355119
0.06844106463878327,0.72,0.125,0.3574921102037301
0.06857142857142857,0.72,0.12521739130434784,0.35755849784947463
0.06863679694947569,0.72,0.12532637075718017,0.3575701852348259
0.06870229007633588,0.72,0.1254355400696864,0.3578254491191179
0.06876790830945559,0.72,0.12554489973844815,0.3579541645361503
0.06883365200764818,0.72,0.1256544502617801,0.3582530174123918
0.06889952153110047,0.72,0.12576419213973797,0.3582577450666089
0.06896551724137931,0.72,0.12587412587412586,0.358497966283765
0.06903163950143816,0.72,0.12598425196850394,0.35859817643481895
0.0690978886756238,0.72,0.12609457092819615,0.3587094279021568
0.069164265129683,0.72,0.126205083260298,0.3587183534870933
0.06923076923076923,0.72,0.12631578947368421,0.3589733520268426
0.06929740134744947,0.72,0.12642669007901666,0.3591262106846767
0.06936416184971098,0.72,0.1265377855887522,0.3591880825425442
0.06943105110896818,0.72,0.12664907651715038,0.3592523184662933
0.0694980694980695,0.72,0.1267605633802817,0.359330968347676
0.06963249516441006,0.72,0.12698412698412698,0.35939160971544004
0.0696999031945789,0.72,0.1270962047661077,0.35941120198621096
0.06983511154219205,0.72,0.1273209549071618,0.3599942276074191
0.06997084548104957,0.72,0.12754650132860937,0.36012575350563963
0.07003891050583658,0.72,0.1276595744680851,0.3604050954709232
0.07010710808179163,0.72,0.12777284826974267,0.3612019908964248
0.07017543859649122,0.72,0.12788632326820604,0.3617190359817417
0.0702439024390244,0.72,0.128,0.3620142073596282
0.0703125,0.72,0.12811387900355872,0.3620395873054338
0.06940371456500488,0.71,0.12644701691896706,0.3620677421197056
0.06947162426614481,0.71,0.1265597147950089,0.36218161217933387
0.0696078431372549,0.71,0.12678571428571428,0.36227480380164057
0.06967615309126594,0.71,0.12689901697944592,0.3627576859627913
0.06974459724950884,0.71,0.12701252236135957,0.3628329765131409
0.06981317600786627,0.71,0.1271262309758281,0.3629729533305395
0.06988188976377953,0.71,0.12724014336917563,0.3630962251391122
0.06995073891625615,0.71,0.1273542600896861,0.3631983228679385
0.07001972386587771,0.71,0.1274685816876122,0.36349765971937975
0.0700888450148075,0.71,0.1275831087151842,0.3635112334498662
0.07015810276679842,0.71,0.1276978417266187,0.3643747417998883
0.0702274975272008,0.71,0.1278127812781278,0.3645447794922107
0.0702970297029703,0.71,0.12792792792792793,0.3649382494636936
0.07036669970267592,0.71,0.12804328223624886,0.3651483716701108
0.07043650793650794,0.71,0.12815884476534295,0.36564600255412977
0.070506454816286,0.71,0.1282746160794941,0.3660689840304812
0.0705765407554672,0.71,0.12839059674502715,0.3660921870882397
0.07064676616915423,0.71,0.12850678733031676,0.3664297682323537
0.06879361914257229,0.69,0.12511332728921123,0.3668222083382531
0.0688622754491018,0.69,0.12522686025408347,0.3673507181749421
0.06893106893106893,0.69,0.12534059945504086,0.367459188889354
0.069,0.69,0.12545454545454546,0.3676572329495828
0.06906906906906907,0.69,0.12556869881710644,0.3684467581683888
0.06813627254509018,0.68,0.12386156648451731,0.3684898727130751
0.06820461384152457,0.68,0.12397447584320875,0.3685817638402685
0.06827309236947791,0.68,0.12408759124087593,0.3691222317593459
0.06834170854271357,0.68,0.12420091324200913,0.369137287776919
0.06841046277665996,0.68,0.12431444241316271,0.3703086797310771
0.06747230614300101,0.67,0.12259835315645014,0.3703225224321092
0.06754032258064516,0.67,0.1227106227106227,0.3703786432833995
0.06760847628657922,0.67,0.12282309807516041,0.3704413598744086
0.06767676767676768,0.67,0.12293577981651378,0.3716152713895939
0.06774519716885744,0.67,0.12304866850321397,0.3716558738570302
0.06781376518218624,0.67,0.12316176470588235,0.3717325414303258
0.06788247213779129,0.67,0.12327506899724013,0.3722472561810879
0.06693711967545639,0.66,0.12154696132596685,0.3726532483260248
0.06700507614213198,0.66,0.1216589861751152,0.3726779962498943
0.06707317073170732,0.66,0.12177121771217714,0.3726779962499585
0.0671414038657172,0.66,0.12188365650969529,0.3726779962499607
0.06720977596741344,0.66,0.12199630314232901,0.3726779962499617
0.0672782874617737,0.66,0.122109158186864,0.3726779962499629
0.0673469387755102,0.66,0.12222222222222222,0.3726779962499635
0.06741573033707865,0.66,0.12233549582947173,0.372677996249964
0.06748466257668712,0.66,0.12244897959183675,0.3726779962499642
0.06666666666666667,0.65,0.12093023255813953,0.3726779962499643
0.06673511293634497,0.65,0.12104283054003726,0.3726779962499644
0.06694129763130793,0.65,0.12138188608776844,0.3726779962499645
0.06701030927835051,0.65,0.12149532710280374,0.3726779962499646
0.06707946336429309,0.65,0.12160898035547242,0.3726779962499647
0.06728778467908902,0.65,0.1219512195121951,0.3726779962499648
0.06645898234683281,0.64,0.12041392285983067,0.3726779962499649
0.0667361835245047,0.64,0.12086874409820585,0.37267799624996495
0.06610703043022036,0.63,0.11965811965811965,0.37267799624996506
0.06624605678233439,0.63,0.11988582302568981,0.3726779962499651
0.06546990496304118,0.62,0.11843361986628463,0.3726779962499653
0.06574761399787911,0.62,0.11888782358581017,0.3726779962499655
0.06475583864118896,0.61,0.11708253358925143,0.3726779962499656
0.06482465462274177,0.61,0.11719500480307397,0.372677996249966
0.06489361702127659,0.61,0.1173076923076923,0.3726779962499661
0.06496272630457935,0.61,0.11742059672762273,0.3726779962499671
0.0650319829424307,0.61,0.11753371868978806,0.3726779962499673
0.06510138740661686,0.61,0.11764705882352941,0.3726779962499762
0.06517094017094018,0.61,0.11776061776061776,0.3726779962499801
0.06524064171122995,0.61,0.1178743961352657,0.37267799624998016
0.06531049250535331,0.61,0.11798839458413926,0.3726779962499876
0.06538049303322616,0.61,0.11810261374636981,0.3726779962502216
0.06545064377682404,0.61,0.11821705426356588,0.3730727065112589
0.06552094522019335,0.61,0.11833171677982542,0.3730975860571161
0.06559139784946237,0.61,0.11844660194174758,0.3740785583895464
0.06566200215285253,0.61,0.11856171039844508,0.3742217519057017
0.06573275862068965,0.61,0.11867704280155643,0.37458885489529536
0.06580366774541532,0.61,0.11879259980525803,0.37474502740400656
0.06587473002159827,0.61,0.1189083820662768,0.3755221271523971
0.06594594594594595,0.61,0.11902439024390246,0.3757258755185668
0.06601731601731602,0.61,0.119140625,0.3761253191960164
0.06608884073672806,0.61,0.11925708699902249,0.3762368509717521
0.06616052060737528,0.61,0.11937377690802349,0.37627939384697545
0.06623235613463627,0.61,0.11949069539666993,0.3764788213604893
0.06630434782608696,0.61,0.11960784313725492,0.3764929411067181
0.06637649619151251,0.61,0.11972522080471049,0.3766203750715265
0.0664488017429194,0.61,0.11984282907662085,0.3768206729992557
0.06652126499454744,0.61,0.11996066863323501,0.3773425399612946
0.0665938864628821,0.61,0.12007874015748032,0.3780375526577095
0.06557377049180328,0.6,0.1182266009852217,0.37826671870694
0.06564551422319474,0.6,0.11834319526627218,0.3794837740227936
0.06462212486308871,0.59,0.11648568608094767,0.3798619551534621
0.06469298245614036,0.59,0.11660079051383401,0.3798910101078337
0.06476399560922064,0.59,0.11671612265084075,0.3802702960496791
0.06483516483516484,0.59,0.11683168316831685,0.3802845659807565
0.06490649064906491,0.59,0.11694747274529237,0.3806546944817378
0.06497797356828194,0.59,0.11706349206349208,0.38073677681164253
0.06504961411245866,0.59,0.11717974180734855,0.38148304545531214
0.06512141280353201,0.59,0.11729622266401589,0.3816402852167695
0.06526548672566372,0.59,0.11752988047808767,0.3818215230409971
0.06533776301218161,0.59,0.11764705882352938,0.3819021891373489
0.06430155210643015,0.58,0.11576846307385229,0.3819759534951088
0.06326304106548279,0.57,0.11388611388611389,0.3823187734808715
0.06333333333333334,0.57,0.114,0.3827942945401435
0.06340378197997776,0.57,0.11411411411411411,0.3828190538891684
0.06347438752783964,0.57,0.11422845691382764,0.3835147280287168
0.06354515050167224,0.57,0.1143430290872618,0.3836396384133727
0.06361607142857142,0.57,0.1144578313253012,0.3836515324697367
0.06375838926174497,0.57,0.11468812877263583,0.38368104775815975
