k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36
0.671769,0.672913,0.633893,0.0,0.0,0.0,1.0,0.633893,0.0,0.0,0.079832,0.0,0.0,0.119403,0.031746,0.0,0.0,0.121212,0.031746,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.332292,0.107366,0.373981,0.09469,0.0,0.025375,0.582865,0.363636,0.38444,0.58345,0.168533
0.566327,0.567291,0.533973,0.0,0.0,0.0,1.0,0.533973,0.0,0.0,0.084034,0.0,0.0,0.141791,0.015873,0.0,0.0,0.143939,0.015873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.227332,0.083705,0.217811,0.069525,0.0,0.039034,0.491573,0.333333,0.288434,0.492286,0.085813
0.506803,0.507666,0.482014,0.0,0.0,0.0,1.0,0.482014,0.0,0.0,0.096639,0.0,0.0,0.164179,0.015873,0.0,0.0,0.166667,0.015873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.218556,0.116184,0.210818,0.102647,0.0,0.013868,0.449438,0.363636,0.298365,0.45021,0.107073
0.569728,0.570698,0.545963,0.041667,0.0,0.0,1.0,0.545963,0.041667,0.0,0.096639,0.0,0.0,0.156716,0.02381,0.0,0.0,0.159091,0.02381,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.271316,0.173649,0.268964,0.116776,0.0,0.034653,0.492978,0.30303,0.294434,0.493689,0.11241
0.437075,0.437819,0.404476,0.0,0.0,0.0,1.0,0.404476,0.0,0.0,0.084034,0.0,0.0,0.141791,0.015873,0.0,0.0,0.143939,0.015873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.069038,0.038514,0.085413,0.052449,0.0,0.026022,0.424157,0.181818,0.154195,0.424965,0.078518
0.377551,0.378194,0.378897,0.041667,0.0,0.0,1.0,0.378897,0.041667,0.0,0.092437,0.0,0.0,0.164179,0.007937,0.0,0.0,0.166667,0.007937,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06952,0.031262,0.064116,0.024284,0.0,0.019176,0.325843,0.121212,0.183116,0.326788,0.034611
0.389456,0.390119,0.406875,0.0,0.0,0.0,1.0,0.406875,0.0,0.0,0.117647,0.0,0.0,0.208955,0.007937,0.0,0.0,0.212121,0.007937,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.015459,0.015184,0.019622,0.014568,0.0,0.08766,0.345506,0.121212,0.178978,0.346424,0.028629
0.389456,0.390119,0.392486,0.041667,0.0,0.0,1.0,0.392486,0.041667,0.0,0.117647,0.1,0.0,0.201493,0.015873,0.041667,0.0,0.204545,0.015873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000881,0.010063,0.006543,0.011886,0.0,0.022576,0.337079,0.181818,0.147734,0.338008,0.021461
0.384354,0.385009,0.382094,0.0,0.0,0.0,1.0,0.382094,0.0,0.0,0.092437,0.0,0.0,0.171642,0.0,0.0,0.0,0.174242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000833,0.008644,0.005543,0.014047,0.0,0.031344,0.323034,0.151515,0.140492,0.323983,0.024525
0.321429,0.321976,0.331735,0.083333,0.0,0.0,1.0,0.331735,0.083333,0.0,0.054622,0.2,0.0,0.097015,0.007937,0.083333,0.0,0.098485,0.007937,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001057,0.011457,0.006772,0.016454,0.0,0.015017,0.27809,0.121212,0.130354,0.279102,0.025873
0.365646,0.366269,0.340528,0.0,0.0,0.0,1.0,0.340528,0.0,0.0,0.021008,0.0,0.0,0.029851,0.015873,0.0,0.0,0.030303,0.015873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000831,0.007303,0.004853,0.009978,0.0,0.033737,0.310393,0.151515,0.123733,0.31136,0.023044
0.42517,0.425894,0.398082,0.0,0.0,0.0,1.0,0.398082,0.0,0.0,0.05042,0.0,0.0,0.08209,0.015873,0.0,0.0,0.083333,0.015873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001381,0.01049,0.006961,0.014831,0.0,0.033153,0.36236,0.121212,0.145665,0.363254,0.030025
0.386054,0.386712,0.366107,0.0,0.0,0.0,1.0,0.366107,0.0,0.0,0.02521,0.0,0.0,0.052239,0.0,0.0,0.0,0.05303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.002477,0.008315,0.006621,0.012074,0.0,0.015954,0.313202,0.151515,0.133044,0.314165,0.023712
0.37415,0.374787,0.356515,0.0,0.0,0.0,1.0,0.356515,0.0,0.0,0.016807,0.0,0.0,0.022388,0.015873,0.0,0.0,0.022727,0.015873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.002008,0.00851,0.005917,0.010459,0.0,0.05023,0.31882,0.090909,0.135113,0.319776,0.023598
0.372449,0.373083,0.334133,0.0,0.25,0.0,0.854954,0.333333,0.0,0.0,0.042017,0.0,0.0,0.059701,0.02381,0.0,0.0,0.060606,0.02381,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.003868,0.009491,0.007808,0.015221,0.0,0.012179,0.314607,0.090909,0.12394,0.315568,0.024948
0.421769,0.420784,0.372502,0.0,0.0,0.0,1.0,0.372502,0.0,0.0,0.046218,0.0,0.0,0.089552,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.513742,0.0,1.0,0.0,0.005839,0.012221,0.008414,0.011719,0.0,0.070151,0.345506,0.090909,0.111111,0.346424,0.02533
0.367347,0.367973,0.333333,0.041667,0.0,0.0,1.0,0.333333,0.041667,0.0,0.054622,0.0,0.0,0.067164,0.039683,0.0,0.0,0.068182,0.039683,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.029017,0.023138,0.035574,0.042631,0.0,0.014727,0.30618,0.090909,0.102214,0.307153,0.047328
0.411565,0.410562,0.361311,0.166667,0.0,0.0,1.0,0.361311,0.166667,0.0,0.071429,0.0,0.0,0.037313,0.103175,0.083333,0.0,0.037879,0.095238,0.0,0.0,0.0,0.512658,0.0,0.0,0.0,0.053756,0.056327,0.064468,0.058082,0.0,0.050739,0.345506,0.121212,0.151459,0.346424,0.050022
0.481293,0.482112,0.432454,0.083333,0.0,0.0,1.0,0.432454,0.083333,0.0,0.10084,0.0,0.0,0.089552,0.103175,0.0,0.0,0.090909,0.103175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.057754,0.101777,0.073556,0.126486,0.0,0.11828,0.44382,0.181818,0.197186,0.4446,0.065604
0.505102,0.505963,0.440448,0.333333,0.0,0.0,1.0,0.440448,0.333333,0.0,0.163866,0.0,0.0,0.11194,0.198413,0.0,0.0,0.113636,0.198413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.046116,0.073112,0.058492,0.081533,0.0,0.218826,0.464888,0.151515,0.199048,0.465638,0.054702
0.52381,0.522998,0.498801,0.0,0.0,0.0,1.0,0.498801,0.0,0.0,0.285714,0.0,0.0,0.253731,0.277778,0.0,0.0,0.257576,0.277778,0.0,0.0,0.0,0.396411,0.0,1.0,0.0,0.088165,0.097442,0.134901,0.10627,0.0,0.075205,0.52809,0.242424,0.247258,0.528752,0.138608
0.513605,0.51448,0.514788,0.125,0.0,0.0,1.0,0.514788,0.125,0.0,0.382353,0.0,0.0,0.149254,0.571429,0.208333,0.0,0.151515,0.571429,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.224599,0.164885,0.249308,0.159009,0.0,0.196606,0.529494,0.454545,0.295055,0.530154,0.158206
0.515306,0.516184,0.503597,0.25,0.0,0.0,1.0,0.503597,0.25,0.0,0.403361,0.0,0.0,0.291045,0.460317,0.125,0.0,0.295455,0.460317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.118116,0.294962,0.190863,0.184268,0.0,0.1959,0.491573,0.212121,0.232361,0.490884,0.141882
0.438776,0.439523,0.449241,0.125,0.5,0.0,0.754442,0.447642,0.125,0.0,0.55042,0.0,0.0,0.5,0.515873,0.0,0.0,0.5,0.515873,0.0,0.0,0.0,0.0,0.0,0.844444,0.0,0.110136,0.220504,0.167147,0.193768,0.0,0.302917,0.435393,0.333333,0.260087,0.436185,0.199921
0.471088,0.471891,0.473221,0.291667,0.0,0.0,1.0,0.473221,0.291667,0.0,0.571429,0.0,0.0,0.597015,0.452381,0.0,0.0,0.606061,0.452381,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.137423,0.11482,0.14161,0.161172,0.0,0.313239,0.441011,0.30303,0.248707,0.441795,0.157373
0.404762,0.405451,0.411671,0.416667,0.0,0.0,1.0,0.411671,0.416667,0.0,0.554622,0.1,0.0,0.514925,0.507937,0.208333,0.0,0.522727,0.507937,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.082545,0.226201,0.106603,0.186031,0.0,0.205767,0.383427,0.30303,0.284089,0.384292,0.154911
