k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36
0.234043,0.234756,0.200364,0.0,0.0,0.0,1.0,0.200364,0.0,0.0,0.075576,0.0,0.0,0.075843,0.021739,0.0,0.0,0.075985,0.021739,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.162173,0.030278,0.21726,0.060372,0.0,0.066339,0.217532,0.208333,0.177838,0.217532,0.212851
0.328267,0.329268,0.31694,0.0,0.0,0.0,1.0,0.31694,0.0,0.0,0.057143,0.0,0.0,0.058052,0.0,0.0,0.0,0.058161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.068586,0.019344,0.078757,0.032508,0.0,0.044465,0.324675,0.166667,0.122863,0.324675,0.130522
0.255319,0.256098,0.245902,0.0,0.0,0.0,1.0,0.245902,0.0,0.0,0.091244,0.0,0.0,0.09176,0.021739,0.0,0.0,0.091932,0.021739,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.004974,0.010093,0.00513,0.013932,0.0,0.026233,0.233766,0.125,0.089752,0.233766,0.084337
0.237082,0.237805,0.225865,0.0,0.0,0.0,1.0,0.225865,0.0,0.0,0.042396,0.0,0.0,0.042135,0.021739,0.0,0.0,0.042214,0.021739,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.407461,0.036165,0.145142,0.103715,0.0,0.020598,0.253247,0.166667,0.089752,0.253247,0.20415
0.273556,0.27439,0.269581,0.0,0.0,0.0,1.0,0.269581,0.0,0.0,0.048848,0.0,0.0,0.048689,0.021739,0.0,0.0,0.04878,0.021739,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.395681,0.039529,0.121002,0.086687,0.0,0.018339,0.272727,0.083333,0.060078,0.272727,0.197456
0.31307,0.314024,0.340619,0.0,0.0,0.0,1.0,0.340619,0.0,0.0,0.035945,0.0,0.0,0.036517,0.0,0.0,0.0,0.036585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00301,0.0,0.019312,0.00774,0.0,0.006512,0.337662,0.125,0.0557,0.337662,0.055556
0.264438,0.265244,0.282332,0.0,0.5,0.0,0.460317,0.28051,0.0,0.0,0.073733,0.0,0.0,0.074906,0.0,0.0,0.0,0.075047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001571,0.001682,0.003018,0.004644,0.0,0.006831,0.269481,0.083333,0.0,0.269481,0.035475
0.346505,0.347561,0.378871,0.0,0.0,0.0,1.0,0.378871,0.0,0.0,0.114286,0.0,0.0,0.116105,0.0,0.0,0.0,0.116323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000785,0.000841,0.003018,0.00774,0.0,0.013103,0.37987,0.083333,0.041805,0.37987,0.054886
0.261398,0.262195,0.324226,0.0,0.0,0.0,1.0,0.324226,0.0,0.0,0.128111,0.02439,0.0,0.128277,0.043478,0.022989,0.0,0.12758,0.043478,0.0,0.0,0.0,0.0,0.0,0.97242,0.0,0.023691,0.017662,0.01207,0.026316,0.0,0.030405,0.301948,0.125,0.079596,0.301948,0.095716
0.316109,0.317073,0.373406,0.0,0.0,0.0,1.0,0.373406,0.0,0.0,0.175115,0.012195,0.0,0.17603,0.043478,0.011494,0.0,0.17636,0.043478,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020419,0.010934,0.013579,0.029412,0.0,0.05709,0.366883,0.125,0.125519,0.366883,0.097724
0.319149,0.320122,0.35337,0.0,0.0,0.0,1.0,0.35337,0.0,0.0,0.154839,0.0,0.0,0.155431,0.043478,0.0,0.0,0.155722,0.043478,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.205759,0.026913,0.088715,0.069659,0.0,0.05111,0.350649,0.208333,0.171435,0.350649,0.188755
0.237082,0.237805,0.307832,0.0,0.0,0.0,1.0,0.307832,0.0,0.0,0.254378,0.0,0.0,0.256554,0.043478,0.0,0.0,0.257036,0.043478,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.248037,0.047098,0.152686,0.077399,0.0,0.078033,0.305195,0.208333,0.149879,0.305195,0.232932
0.306991,0.307927,0.3898,0.0,0.0,0.0,1.0,0.3898,0.0,0.0,0.206452,0.0,0.0,0.207865,0.043478,0.0,0.0,0.208255,0.043478,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.072644,0.014298,0.029572,0.027864,0.0,0.036917,0.415584,0.291667,0.081543,0.415584,0.103079
0.367781,0.368902,0.455373,0.0,0.0,0.0,1.0,0.455373,0.0,0.0,0.193548,0.0,0.0,0.19382,0.065217,0.0,0.0,0.194184,0.065217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.033901,0.011775,0.031684,0.047988,0.0,0.037475,0.425325,0.166667,0.154413,0.425325,0.121821
0.410334,0.411585,0.440801,0.0,0.0,0.0,1.0,0.440801,0.0,0.0,0.278341,0.0,0.0,0.223783,1.369565,0.0,0.0,0.224203,1.369565,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03822,0.009251,0.030477,0.024768,0.0,0.044412,0.38961,0.166667,0.109586,0.38961,0.097055
0.340426,0.341463,0.442623,0.0,0.0,0.0,1.0,0.442623,0.0,0.0,0.21659,0.012195,0.0,0.219101,0.021739,0.011494,0.0,0.219512,0.021739,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.046597,0.015139,0.057936,0.058824,0.0,0.040133,0.399351,0.25,0.180024,0.399351,0.178046
0.559271,0.560976,0.531876,0.0,0.0,0.0,1.0,0.531876,0.0,0.0,0.352995,0.012195,0.0,0.352996,0.130435,0.011494,0.0,0.35272,0.130435,0.0,0.0,0.0,0.0,0.0,0.988588,0.0,0.105236,0.037847,0.076645,0.095975,0.0,0.097807,0.538961,0.416667,0.313563,0.535714,0.240295
0.237082,0.237805,0.224044,0.0,0.0,0.0,1.0,0.224044,0.0,0.0,0.352995,0.0,0.0,0.357678,0.021739,0.0,0.0,0.353659,0.021739,0.0,0.0,0.0,0.0,0.0,0.942939,0.0,0.446597,0.111859,0.272782,0.19969,0.0,0.163402,0.243506,0.333333,0.222904,0.243506,0.352075
0.586626,0.588415,0.520947,0.117647,0.0,0.0,1.0,0.520947,0.117647,0.0,0.44977,0.097561,0.0,0.452247,0.108696,0.103448,0.0,0.453096,0.108696,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.561387,0.239697,0.359083,0.45356,0.0,0.261821,0.50974,0.541667,0.539721,0.50974,0.526104
0.541033,0.542683,0.550091,0.235294,0.0,0.0,1.0,0.550091,0.235294,0.0,0.481106,0.121951,0.0,0.484082,0.108696,0.114943,0.0,0.483114,0.108696,0.0,0.0,0.0,0.0,0.0,0.982882,0.0,0.21322,0.098402,0.187689,0.208978,0.0,0.28,0.548701,0.666667,0.49599,0.548701,0.37751
0.398176,0.39939,0.296903,0.0,0.0,0.0,1.0,0.296903,0.0,0.0,0.443318,0.097561,0.0,0.44382,0.152174,0.103448,0.0,0.443715,0.152174,0.0,0.0,0.0,0.0,0.0,0.990965,0.0,0.348953,0.082422,0.28274,0.314241,0.0,0.289728,0.324675,0.416667,0.419873,0.324675,0.390897
0.416413,0.417683,0.344262,0.235294,0.0,0.0,1.0,0.344262,0.235294,0.0,0.541014,0.207317,0.0,0.544007,0.130435,0.195402,0.0,0.543152,0.130435,0.0,0.0,0.0,0.0,0.0,0.984784,0.0,0.395812,0.089151,0.322873,0.320433,0.0,0.395907,0.36039,0.5,0.425552,0.36039,0.421687
0.577508,0.579268,0.457195,0.058824,0.0,0.0,1.0,0.457195,0.058824,0.0,0.695853,0.195122,0.0,0.696629,0.23913,0.183908,0.0,0.695122,0.23913,0.0,0.0,0.0,0.0,0.0,0.981931,0.0,0.40301,0.102607,0.424261,0.348297,0.0,0.571907,0.448052,0.75,0.609231,0.448052,0.555556
0.607903,0.609756,0.564663,0.294118,0.0,0.0,1.0,0.564663,0.294118,0.0,0.82765,0.353659,0.0,0.826779,0.326087,0.333333,0.0,0.82833,0.326087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.189267,0.183347,0.290284,0.286378,0.0,0.673409,0.519481,0.541667,0.535975,0.516234,0.587684
0.571429,0.573171,0.555556,0.294118,0.0,0.0,1.0,0.555556,0.294118,0.0,0.859908,0.280488,0.0,0.859551,0.326087,0.264368,0.0,0.860225,0.326087,0.0,0.0,0.0,0.0,0.0,0.995245,0.0,0.272382,0.082422,0.34822,0.219814,0.0,0.56085,0.506494,0.625,0.428596,0.506494,0.519411
0.404255,0.405488,0.398907,0.529412,0.0,0.0,1.0,0.398907,0.529412,0.0,0.824885,0.829268,0.0,0.823034,0.347826,0.827586,0.0,0.822702,0.347826,0.0,0.0,0.0,0.0,0.0,0.989539,0.0,0.242408,0.074853,0.2758,0.185759,0.0,0.480266,0.331169,0.708333,0.408087,0.331169,0.523427
0.282675,0.283537,0.295082,0.235294,0.0,0.0,1.0,0.295082,0.235294,0.0,0.704147,0.426829,0.0,0.699438,0.369565,0.45977,0.0,0.698874,0.369565,0.0,0.0,0.0,0.0,0.0,0.988112,0.0,0.229319,0.059714,0.264937,0.187307,0.0,0.49693,0.24026,0.541667,0.456632,0.24026,0.522758
0.267477,0.268293,0.256831,0.352941,0.0,0.0,1.0,0.256831,0.352941,0.0,0.669124,0.597561,0.0,0.660112,0.456522,0.666667,0.0,0.661351,0.456522,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08678,0.049622,0.149366,0.154799,0.0,0.397262,0.165584,0.541667,0.374006,0.165584,0.431727
0.31003,0.310976,0.291439,0.470588,0.0,0.0,1.0,0.291439,0.470588,0.0,0.688479,0.719512,0.0,0.689139,0.23913,0.678161,0.0,0.686679,0.23913,0.0,0.0,0.0,0.0,0.0,0.975749,0.0,0.215707,0.06476,0.254677,0.241486,0.0,0.540731,0.246753,0.416667,0.348859,0.246753,0.502677
0.413374,0.411585,0.431694,0.647059,0.0,0.0,1.0,0.431694,0.647059,0.0,0.708756,0.597561,0.0,0.715356,0.108696,0.563218,0.0,0.71576,0.108696,0.0,0.0,0.0,0.625,0.0,0.994294,0.0,0.049607,0.099243,0.108328,0.167183,0.0,0.558166,0.363636,0.458333,0.298255,0.363636,0.424364
0.537994,0.539634,0.517304,0.882353,0.0,0.0,1.0,0.517304,0.882353,0.0,0.706912,0.756098,0.0,0.705056,0.304348,0.747126,0.0,0.706379,0.304348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.169503,0.159798,0.209113,0.26161,0.0,0.562233,0.448052,0.708333,0.502309,0.448052,0.538822
0.489362,0.490854,0.347905,0.352941,0.5,0.0,0.52381,0.346084,0.352941,0.0,0.704147,0.719512,0.0,0.707865,0.173913,0.678161,0.0,0.706379,0.173913,0.0,0.0,0.0,0.0,0.0,0.981931,0.0,0.173691,0.116064,0.161135,0.202786,0.0,0.67697,0.314935,0.5,0.44299,0.314935,0.516734
0.382979,0.384146,0.404372,0.352941,0.0,0.0,1.0,0.404372,0.352941,0.0,0.694009,0.731707,0.0,0.692884,0.282609,0.712644,0.0,0.694184,0.282609,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.190838,0.248949,0.239891,0.250774,0.0,0.591389,0.353896,0.458333,0.480837,0.353896,0.56158
0.431611,0.429878,0.397086,0.941176,0.0,0.0,1.0,0.397086,0.941176,0.0,0.702304,0.341463,0.0,0.705993,0.173913,0.333333,0.0,0.706379,0.173913,0.0,0.0,0.0,0.625,0.0,0.993818,0.0,0.21767,0.144659,0.305069,0.247678,0.0,0.622618,0.340909,0.625,0.59036,0.340909,0.544846
0.43769,0.429878,0.459016,0.588235,0.0,0.0,1.0,0.459016,0.588235,0.0,0.653456,0.609756,0.0,0.655431,0.195652,0.597701,0.0,0.65666,0.195652,0.0,0.0,0.0,1.875,0.0,1.0,0.0,0.181937,0.139613,0.189499,0.219814,0.0,0.61196,0.444805,0.541667,0.378849,0.444805,0.448461
0.276596,0.27439,0.302368,0.588235,0.0,0.0,1.0,0.302368,0.588235,0.0,0.590783,0.731707,0.0,0.59176,0.195652,0.701149,0.0,0.591932,0.195652,0.0,0.0,0.0,0.6875,0.0,0.992867,0.0,0.19699,0.945332,0.298431,0.744582,0.0,0.608771,0.279221,0.416667,0.30794,0.279221,0.488621
0.443769,0.445122,0.367942,0.352941,0.0,0.0,1.0,0.367942,0.352941,0.0,0.597235,0.317073,0.0,0.598315,0.195652,0.310345,0.0,0.598499,0.195652,0.0,0.0,0.0,0.0,0.0,0.992867,0.0,0.056675,0.058032,0.097767,0.109907,0.0,0.476757,0.305195,0.416667,0.31591,0.305195,0.344712
0.516717,0.518293,0.482696,0.294118,0.0,0.0,1.0,0.482696,0.294118,0.0,0.587097,0.353659,0.0,0.581461,0.347826,0.367816,0.0,0.582552,0.347826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.219895,0.08074,0.257091,0.241486,0.0,0.445209,0.418831,0.416667,0.448043,0.418831,0.570281
0.398176,0.39939,0.398907,0.235294,0.0,0.0,1.0,0.398907,0.235294,0.0,0.747465,0.378049,0.0,0.744382,0.347826,0.356322,0.0,0.744841,0.326087,0.0,0.0,0.0,0.0,0.0,0.988588,0.0,0.465707,0.070648,0.400121,0.267802,0.0,0.461528,0.350649,0.5,0.355733,0.350649,0.476573
0.404255,0.402439,0.420765,0.117647,0.0,0.0,1.0,0.420765,0.117647,0.0,0.501382,0.207317,0.0,0.501873,0.173913,0.206897,0.0,0.501876,0.173913,0.0,0.0,0.0,0.75,0.0,0.991916,0.0,0.342932,0.062237,0.330115,0.160991,0.0,0.564306,0.422078,0.5,0.301228,0.422078,0.421687
0.486322,0.487805,0.397086,0.352941,0.0,0.0,1.0,0.397086,0.352941,0.0,0.551152,0.390244,0.0,0.549625,0.23913,0.367816,0.0,0.550657,0.23913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.305236,0.100925,0.457151,0.188854,0.0,0.673249,0.418831,0.625,0.494585,0.418831,0.62249
0.568389,0.570122,0.546448,0.470588,0.0,0.0,1.0,0.546448,0.470588,0.0,0.587097,0.317073,0.0,0.586142,0.23913,0.298851,0.0,0.584428,0.23913,0.0,0.0,0.0,0.0,0.0,0.978602,0.0,0.399738,0.190076,0.445987,0.30805,0.0,0.576027,0.49026,0.583333,0.660608,0.49026,0.637885
0.613982,0.612805,0.577413,0.294118,0.0,0.0,1.0,0.577413,0.294118,0.0,0.471889,0.134146,0.0,0.478464,0.021739,0.114943,0.0,0.479362,0.021739,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.474084,0.167368,0.416113,0.321981,0.0,0.538605,0.568182,0.791667,0.693719,0.568182,0.57162
0.495441,0.490854,0.546448,0.294118,0.0,0.0,1.0,0.546448,0.294118,0.0,0.432258,0.195122,0.0,0.431648,0.173913,0.183908,0.0,0.43152,0.173913,0.0,0.0,0.0,1.5625,0.0,0.99049,0.0,0.684817,0.239697,0.554315,0.442724,0.0,0.503229,0.558442,0.625,0.682003,0.558442,0.597724
0.419453,0.420732,0.397086,0.058824,0.0,0.0,1.0,0.397086,0.058824,0.0,0.525346,0.097561,0.0,0.523408,0.23913,0.091954,0.0,0.523452,0.23913,0.0,0.0,0.0,0.0,0.0,0.991916,0.0,0.382592,0.236333,0.358177,0.552632,0.0,0.563508,0.340909,0.541667,0.534724,0.340909,0.563588
0.629179,0.631098,0.566485,0.294118,0.0,0.0,1.0,0.566485,0.294118,0.0,0.478341,0.5,0.0,0.470037,0.369565,0.413793,0.0,0.465291,0.369565,0.0,0.0,0.0,0.0,0.0,0.948169,0.0,0.485995,0.181665,0.450513,0.614551,0.0,0.717209,0.519481,0.708333,0.615318,0.519481,0.732262
0.668693,0.670732,0.63388,0.058824,0.0,0.0,1.0,0.63388,0.058824,0.0,0.395392,0.060976,0.0,0.397004,0.108696,0.068966,0.0,0.397749,0.108696,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.095812,0.047939,0.127942,0.103715,0.0,0.743867,0.538961,0.458333,0.434766,0.538961,0.289157
