k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36
0.294737,0.273684,0.340611,0.5,0.0,0.0,1.0,0.340611,0.5,0.0,0.346591,0.166667,0.0,0.381944,0.146341,0.166667,0.0,0.380282,0.146341,0.0,0.0,0.0,0.079787,0.0,0.983607,0.0,0.150251,0.125065,0.204172,0.190542,0.0,0.18277,0.343066,0.5,0.282007,0.343066,0.345254
0.284211,0.284211,0.28821,0.0,0.0,0.0,1.0,0.28821,0.0,0.0,0.488636,0.0,0.0,0.486111,0.390244,0.0,0.0,0.485915,0.390244,0.0,0.0,0.0,0.0,0.0,0.988372,0.0,0.19547,0.167032,0.241993,0.210566,0.0,0.24178,0.284672,0.583333,0.405483,0.284672,0.307661
0.315789,0.315789,0.187773,0.0,0.0,0.0,1.0,0.187773,0.0,0.0,0.380682,0.0,0.0,0.409722,0.195122,0.0,0.0,0.415493,0.170732,0.0,0.0,0.0,0.0,0.0,0.985075,0.0,0.53563,0.301331,0.65445,0.394911,0.0,0.235813,0.189781,0.583333,0.570645,0.189781,0.556498
0.336842,0.336842,0.344978,0.0,0.0,0.0,1.0,0.344978,0.0,0.0,0.511364,0.166667,0.0,0.5,0.439024,0.166667,0.0,0.507042,0.439024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.479365,0.482283,0.535138,0.401884,0.0,0.202558,0.357664,0.583333,0.513731,0.357664,0.40099
0.336842,0.336842,0.231441,0.0,0.0,0.0,1.0,0.231441,0.0,0.0,0.363636,0.0,0.0,0.430556,0.04878,0.0,0.0,0.43662,0.04878,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.50282,0.22529,0.561469,0.303711,0.0,0.206299,0.226277,0.583333,0.564036,0.226277,0.581704
0.315789,0.305263,0.327511,0.0,0.0,0.0,1.0,0.327511,0.0,0.0,0.244318,0.0,0.0,0.25,0.170732,0.0,0.0,0.253521,0.170732,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.218788,0.143561,0.269008,0.129619,0.0,0.136796,0.357664,0.666667,0.444607,0.357664,0.28459
0.2,0.189474,0.244541,0.0,0.0,0.0,1.0,0.244541,0.0,0.0,0.267045,0.166667,0.0,0.270833,0.195122,0.166667,0.0,0.274648,0.195122,0.0,0.0,0.0,0.054348,0.0,1.0,0.0,0.032877,0.030726,0.077779,0.06027,0.0,0.143926,0.218978,0.416667,0.270231,0.218978,0.288461
0.105263,0.105263,0.187773,0.0,0.0,0.0,1.0,0.187773,0.0,0.0,0.323864,0.166667,0.0,0.340278,0.195122,0.166667,0.0,0.34507,0.195122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22029,0.14647,0.202065,0.132417,0.0,0.148332,0.182482,0.75,0.365856,0.182482,0.331018
0.252632,0.252632,0.375546,0.0,0.0,0.0,1.0,0.375546,0.0,0.0,0.488636,0.166667,0.0,0.520833,0.268293,0.333333,0.0,0.528169,0.268293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.018881,0.032514,0.099256,0.048809,0.0,0.126022,0.328467,0.416667,0.24238,0.328467,0.333179
0.336842,0.336842,0.445415,0.5,0.0,0.0,1.0,0.445415,0.5,0.0,0.539773,0.166667,0.0,0.548611,0.390244,0.166667,0.0,0.556338,0.390244,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.261555,0.175836,0.29507,0.214423,0.0,0.105518,0.430657,0.5,0.340452,0.430657,0.334931
