k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36
0.260708,0.260708,0.334554,0.0,0.0,0.0,1.0,0.335373,0.0,0.0,0.024262,0.009615,0.0,0.022418,0.051282,0.009434,0.0,0.022434,0.051282,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.126696,0.038262,0.202022,0.056167,0.0,0.237522,0.365256,0.236842,0.178508,0.365256,0.37381
0.236499,0.236499,0.333333,0.0,0.0,0.0,1.0,0.334149,0.0,0.0,0.064918,0.0,0.0,0.065897,0.025641,0.0,0.0,0.065942,0.025641,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.116969,0.031777,0.066715,0.035242,0.0,0.109317,0.340757,0.184211,0.195171,0.340757,0.159498
0.284916,0.284916,0.406593,0.0,0.5,0.0,0.776316,0.406365,0.0,0.0,0.051148,0.0,0.0,0.05231,0.012821,0.0,0.0,0.051666,0.012821,0.0,0.0,0.0,0.0,0.0,0.702899,0.0,0.15588,0.036316,0.112347,0.050661,0.0,0.144687,0.360802,0.184211,0.213785,0.360802,0.208222
0.286778,0.286778,0.413919,0.034483,0.0,0.0,1.0,0.414933,0.034483,0.0,0.020328,0.009615,0.0,0.019701,0.025641,0.009434,0.0,0.019714,0.025641,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.116733,0.02594,0.067292,0.029736,0.0,0.07773,0.423163,0.210526,0.199165,0.423163,0.141606
0.249534,0.249534,0.363858,0.068966,1.5,0.0,0.302632,0.361077,0.068966,0.0,0.055082,0.038462,0.0,0.055707,0.025641,0.037736,0.0,0.055744,0.025641,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.163097,0.037613,0.100072,0.037445,0.0,0.083763,0.434298,0.184211,0.220245,0.434298,0.217739
0.201117,0.201117,0.282051,0.034483,0.0,0.0,1.0,0.282742,0.034483,0.0,0.02623,0.009615,0.0,0.025815,0.025641,0.009434,0.0,0.025833,0.025641,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.133286,0.026589,0.120289,0.048458,0.0,0.127811,0.396437,0.157895,0.166352,0.396437,0.206319
0.158287,0.158287,0.223443,0.0,0.0,0.0,1.0,0.22399,0.0,0.0,0.019672,0.0,0.0,0.02038,0.0,0.0,0.0,0.020394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.043147,0.006485,0.107726,0.027533,0.0,0.120568,0.278396,0.131579,0.089422,0.278396,0.131329
0.16946,0.16946,0.225885,0.0,0.0,0.0,1.0,0.226438,0.0,0.0,0.049836,0.0,0.0,0.050272,0.025641,0.0,0.0,0.050306,0.025641,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.025888,0.006485,0.011697,0.008811,0.0,0.026285,0.291759,0.105263,0.080923,0.291759,0.035402
0.18622,0.18622,0.269841,0.0,0.0,0.0,1.0,0.270502,0.0,0.0,0.051148,0.0,0.0,0.05163,0.025641,0.0,0.0,0.051666,0.025641,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.004158,0.005188,0.002166,0.011013,0.0,0.01066,0.265033,0.105263,0.093929,0.265033,0.023601
0.141527,0.141527,0.191697,0.0,0.0,0.0,1.0,0.192166,0.0,0.0,0.032787,0.0,0.0,0.033967,0.0,0.0,0.0,0.03399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.023613,0.040208,0.009964,0.019824,0.0,0.011912,0.160356,0.210526,0.141446,0.160356,0.045679
0.175047,0.175047,0.2442,0.0,0.0,0.0,1.0,0.244798,0.0,0.0,0.024262,0.0,0.0,0.025136,0.0,0.0,0.0,0.025153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.002118,0.019455,0.001155,0.013216,0.0,0.0,0.227171,0.157895,0.10345,0.227171,0.025124
0.180633,0.180633,0.192918,0.0,0.0,0.0,1.0,0.19339,0.0,0.0,0.023607,0.0,0.0,0.024457,0.0,0.0,0.0,0.024473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.044952,0.016213,0.017329,0.015419,0.0,0.026594,0.280624,0.131579,0.114076,0.280624,0.033498
