k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36
0.368391,0.367816,0.372906,0.030303,0.0,0.0,1.0,0.372906,0.030303,0.0,0.11991,0.05,0.225131,0.101555,0.267677,0.05,0.225131,0.101654,0.268908,0.0,0.0,0.0,0.239882,0.0,1.0,0.0,0.035927,0.023314,0.039584,0.051472,0.0,0.0,0.0,0.19403,0.221385,0.0,0.107065
0.376437,0.374713,0.365259,0.030303,0.0,0.0,1.0,0.365259,0.030303,0.0,0.142299,0.05,0.125654,0.132653,0.227273,0.05,0.125654,0.132782,0.226891,0.0,0.0,0.0,0.66663,0.0,0.918065,0.0,0.10134,0.037126,0.086487,0.05624,0.0,0.0,0.0,0.19403,0.220249,0.0,0.126484
0.368966,0.368966,0.383103,0.030303,0.0,0.0,1.0,0.383103,0.030303,0.0,0.159579,0.0,0.209424,0.162617,0.082492,0.0,0.209424,0.162776,0.084034,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020676,0.023778,0.027139,0.042707,0.0,0.0,0.0,0.179104,0.226364,0.0,0.071524
0.28908,0.28908,0.330663,0.030303,0.0,0.0,1.0,0.330663,0.030303,0.0,0.149662,0.0625,0.120419,0.155977,0.069024,0.0625,0.120419,0.156128,0.070588,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.141933,0.089873,0.125908,0.094982,0.0,0.0,0.0,0.223881,0.220118,0.0,0.131907
0.314368,0.313793,0.347414,0.030303,0.0,0.0,1.0,0.347414,0.030303,0.0,0.16544,0.0,0.151832,0.17185,0.070707,0.0,0.151832,0.171855,0.072269,0.0,0.0,0.0,0.218965,0.0,0.92574,0.0,0.044785,0.035361,0.040126,0.049572,0.0,0.0,0.0,0.223881,0.208369,0.0,0.065522
0.335632,0.335632,0.359432,0.030303,0.0,0.0,1.0,0.359432,0.030303,0.0,0.132832,0.0375,0.120419,0.141399,0.031987,0.0375,0.120419,0.141537,0.033613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.066859,0.034206,0.053817,0.047565,0.0,0.0,0.0,0.164179,0.215751,0.0,0.078585
0.26954,0.268391,0.310634,0.030303,0.0,0.0,1.0,0.310634,0.030303,0.0,0.147859,0.0875,0.382199,0.147716,0.050505,0.0875,0.382199,0.14786,0.052101,0.0,0.0,0.0,0.477071,0.0,1.0,0.0,0.120289,0.056244,0.08383,0.061235,0.0,0.0,0.0,0.164179,0.210946,0.0,0.094915
0.305747,0.305747,0.339403,0.121212,0.0,0.0,1.0,0.339403,0.121212,0.0,0.093764,0.0625,0.115183,0.098477,0.042088,0.0625,0.115183,0.098573,0.043697,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.319412,0.100475,0.200683,0.10117,0.0,0.0,0.0,0.149254,0.211536,0.0,0.155651
0.359195,0.358621,0.386744,0.060606,0.0,0.0,1.0,0.386744,0.060606,0.0,0.109542,0.0,0.052356,0.116942,0.047138,0.0,0.052356,0.117056,0.048739,0.0,0.0,0.0,0.251108,0.0,1.0,0.0,0.295263,0.061982,0.265644,0.076192,0.0,0.0,0.0,0.179104,0.169124,0.0,0.211058
0.213793,0.212644,0.238165,0.181818,0.0,0.0,1.0,0.238165,0.181818,0.0,0.080841,0.025,0.073298,0.084386,0.057239,0.025,0.073298,0.084468,0.058824,0.0,0.0,0.0,0.639987,0.0,1.0,0.0,0.292777,0.081692,0.195695,0.119907,0.0,0.0,0.0,0.134328,0.136889,0.0,0.182543
