k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36
0.213889,0.213889,0.213729,0.0,0.0,0.0,1.0,0.213729,0.0,0.0,0.009804,0.0,0.0,0.017241,0.0,0.0,0.0,0.018519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.018618,0.013462,0.043665,0.029136,0.0,0.944178,0.170854,0.195122,0.199108,0.171717,0.058906
0.197222,0.197222,0.190328,0.090909,0.0,0.0,1.0,0.190328,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00233,0.007494,0.006865,0.010752,0.0,0.879401,0.125628,0.195122,0.181758,0.126263,0.016356
0.225,0.225,0.227769,0.090909,0.0,0.0,1.0,0.227769,0.090909,0.0,0.019608,0.0,0.0,0.034483,0.0,0.0,0.0,0.037037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.007451,0.006181,0.009455,0.009286,0.0,0.887066,0.160804,0.170732,0.17267,0.161616,0.019505
0.230556,0.230556,0.230889,0.0,0.0,0.0,1.0,0.230889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000319,0.003469,0.003852,0.005637,0.0,0.894974,0.211055,0.170732,0.151355,0.212121,0.01277
0.194444,0.194444,0.179407,0.0,0.0,0.0,1.0,0.179407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000339,0.003831,0.004428,0.006217,0.0,0.90239,0.125628,0.146341,0.142928,0.126263,0.013099
0.230556,0.230556,0.226209,0.0,0.0,0.0,1.0,0.226209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000336,0.003404,0.003782,0.005192,0.0,0.901613,0.173367,0.121951,0.125083,0.174242,0.012886
0.188889,0.188889,0.201248,0.0,0.0,0.0,1.0,0.201248,0.0,0.0,0.009804,0.0,0.0,0.017241,0.0,0.0,0.0,0.018519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001706,0.006652,0.008524,0.008379,0.0,0.883131,0.158291,0.195122,0.139954,0.159091,0.017293
0.236111,0.236111,0.216849,0.0,0.0,0.0,1.0,0.216849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036,0.0039,0.004017,0.005917,0.0,0.87823,0.183417,0.146341,0.155816,0.184343,0.012062
0.269444,0.269444,0.25897,0.0,0.0,0.0,1.0,0.25897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005539,0.003926,0.005715,0.005758,0.0,0.90598,0.223618,0.146341,0.143093,0.224747,0.014305
0.280556,0.280556,0.25273,0.0,0.0,0.0,1.0,0.25273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001232,0.00401,0.00539,0.005916,0.0,0.881918,0.203518,0.170732,0.151685,0.204545,0.012895
