k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36
0.477431,0.477431,0.494343,0.206897,0.0,0.0,1.0,0.494343,0.206897,0.0,0.619835,0.382353,0.040359,0.605117,0.528777,0.236641,0.040359,0.606128,0.52973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.644415,0.281849,0.571603,0.467226,0.0,0.0,0.549195,0.581081,0.626997,0.549195,0.822758
0.508681,0.508681,0.485981,0.189655,0.0,0.0,1.0,0.485981,0.189655,0.0,0.535813,0.431373,0.040359,0.502225,0.532374,0.293893,0.040359,0.50195,0.533333,0.0,0.0,0.0,0.0,0.0,0.944238,0.0,0.420575,0.159319,0.445308,0.456214,0.0,0.0,0.523256,0.621622,0.588177,0.523256,0.850214
0.590278,0.590278,0.599606,0.293103,0.0,0.0,1.0,0.599606,0.293103,0.0,0.601928,0.54902,0.067265,0.576196,0.541367,0.324427,0.067265,0.577159,0.542342,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.337884,0.180906,0.340798,0.542737,0.0,0.0,0.628801,0.527027,0.566905,0.628801,0.80964
0.631944,0.631944,0.613871,0.327586,0.0,0.0,1.0,0.613871,0.327586,0.0,0.697888,0.637255,0.044843,0.662959,0.645683,0.347328,0.044843,0.662953,0.645045,0.0,0.0,0.0,0.0,0.0,0.933086,0.0,0.477727,0.256309,0.402346,0.416361,0.0,0.0,0.601968,0.824324,0.680691,0.601968,0.769982
0.615451,0.615451,0.598623,0.637931,0.0,0.0,1.0,0.598623,0.637931,0.0,0.576676,0.470588,0.026906,0.555061,0.526978,0.267176,0.026906,0.554875,0.526126,0.0,0.0,0.0,0.0,0.0,0.918216,0.0,0.420444,0.271815,0.359689,0.507079,0.0,0.0,0.569767,0.675676,0.634172,0.569767,0.848383
0.685764,0.685764,0.667486,0.551724,0.0,0.0,1.0,0.667486,0.551724,0.0,0.65932,0.539216,0.067265,0.634038,0.579137,0.339695,0.067265,0.632312,0.578378,0.0,0.0,0.0,0.0,0.0,0.858736,0.0,0.510581,0.244451,0.439062,0.410593,0.0,0.0,0.652952,0.648649,0.674836,0.652952,0.839231
0.696181,0.695312,0.702902,0.344828,0.0,0.0,1.0,0.702902,0.344828,0.0,0.682736,0.401961,0.06278,0.671301,0.552158,0.236641,0.06278,0.667409,0.553153,0.0,0.0,0.0,0.2,0.0,0.791822,0.0,0.594513,0.194588,0.558806,0.400105,0.0,0.0,0.703041,0.756757,0.681848,0.702147,0.838621
0.610243,0.610243,0.580915,0.5,0.0,0.0,1.0,0.580915,0.5,0.0,0.641414,0.715686,0.03139,0.613459,0.589928,0.381679,0.03139,0.611142,0.587387,0.0,0.0,0.0,0.0,0.0,0.806691,0.0,0.475702,0.363028,0.551493,0.599895,0.0,0.0,0.636852,0.675676,0.713204,0.636852,0.887126
0.681424,0.681424,0.655189,0.706897,1.0,0.0,0.78125,0.654697,0.706897,0.0,0.636364,0.607843,0.06278,0.604004,0.588129,0.358779,0.06278,0.602228,0.585586,0.0,0.0,0.0,0.0,0.0,0.828996,0.0,0.315219,0.320158,0.308196,0.52753,0.0,0.0,0.698569,0.689189,0.712264,0.698569,0.806894
0.671007,0.671007,0.701426,0.672414,0.0,0.0,1.0,0.701426,0.672414,0.0,0.601928,0.607843,0.080717,0.527809,0.692446,0.442748,0.080717,0.527577,0.693694,0.0,0.0,0.0,0.0,0.0,0.947955,0.0,1.076878,0.397081,0.666971,0.691662,0.0,0.0,0.711986,0.702703,0.718662,0.711986,0.879195
0.626736,0.625,0.552386,0.551724,0.0,0.0,1.0,0.552386,0.551724,0.0,0.658402,0.921569,0.049327,0.590656,0.723022,0.507634,0.049327,0.589972,0.722523,0.0,0.0,0.0,0.4,0.0,0.903346,0.0,0.525604,0.267254,0.446069,0.538542,0.0,0.0,0.619857,0.662162,0.687161,0.619857,0.890177
0.788194,0.788194,0.764879,0.672414,0.0,0.0,1.0,0.764879,0.672414,0.0,0.81359,1.215686,0.085202,0.74416,0.820144,0.652672,0.085202,0.737047,0.81982,0.0,0.0,0.0,0.0,0.0,0.687732,0.0,0.466231,0.648829,0.523309,0.787625,0.0,0.0,0.829159,0.810811,0.837038,0.829159,0.773337
0.713542,0.712674,0.690605,0.862069,1.0,0.0,0.8125,0.690113,0.862069,0.0,0.699265,0.696078,0.026906,0.618465,0.802158,0.381679,0.026906,0.616713,0.801802,0.0,0.0,0.0,0.2,0.0,0.866171,0.0,0.473939,0.421709,0.536106,0.706869,0.0,0.0,0.782648,0.702703,0.742915,0.780859,0.910311
0.643229,0.642361,0.616331,0.465517,0.0,0.0,1.0,0.616331,0.465517,0.0,0.54775,0.392157,0.076233,0.468298,0.67446,0.366412,0.076233,0.462396,0.672072,0.0,0.0,0.0,0.25,0.0,0.605948,0.0,0.420967,0.151718,0.490098,0.434714,0.0,0.0,0.646691,0.635135,0.594267,0.646691,0.847773
0.703125,0.702257,0.6788,0.672414,0.0,0.0,1.0,0.6788,0.672414,0.0,0.701102,0.607843,0.053812,0.630145,0.760791,0.400763,0.053812,0.628412,0.762162,0.0,0.0,0.0,0.2,0.0,0.888476,0.0,0.441346,0.29249,0.465874,0.554274,0.0,0.0,0.698569,0.72973,0.770169,0.698569,0.805064
0.769097,0.768229,0.75455,0.482759,0.0,0.0,1.0,0.75455,0.482759,0.0,0.721304,0.431373,0.085202,0.695773,0.615108,0.324427,0.085202,0.695822,0.616216,0.0,0.0,0.0,0.2,0.0,0.95539,0.0,0.585957,0.312557,0.496801,0.520713,0.0,0.0,0.766547,0.783784,0.795543,0.766547,0.747407
0.793403,0.793403,0.793409,0.862069,0.0,0.0,1.0,0.793409,0.862069,0.0,0.71258,0.470588,0.035874,0.696329,0.598921,0.290076,0.035874,0.689694,0.596396,0.0,0.0,0.0,0.0,0.0,0.64684,0.0,0.41143,0.314989,0.487203,0.575773,0.0,0.0,0.848837,0.797297,0.783489,0.848837,0.847773
0.71441,0.713542,0.694048,0.758621,0.0,0.0,1.0,0.694048,0.758621,0.0,0.706152,0.686275,0.076233,0.690768,0.57554,0.412214,0.076233,0.686908,0.567568,0.0,0.0,0.0,0.2,0.0,0.687732,0.0,0.484977,0.54363,0.486441,0.728369,0.0,0.0,0.703041,0.837838,0.820863,0.703041,0.83313
0.650174,0.647569,0.605509,0.448276,0.0,0.0,1.0,0.605509,0.448276,0.0,0.696051,0.588235,0.044843,0.675751,0.597122,0.320611,0.044843,0.673538,0.590991,0.0,0.0,0.0,0.6,0.0,0.773234,0.0,0.422665,0.525996,0.49223,0.794966,0.0,0.0,0.643113,0.702703,0.728891,0.642218,0.928005
0.594618,0.59375,0.579439,0.568966,0.0,0.0,1.0,0.579439,0.568966,0.0,0.678145,0.470588,0.03139,0.625695,0.694245,0.316794,0.03139,0.61727,0.688288,0.0,0.0,0.0,0.2,0.0,0.513011,0.0,0.264272,0.542718,0.374619,1.024646,0.0,0.0,0.569767,0.716216,0.638762,0.569767,0.875839
0.512153,0.511285,0.536153,0.534483,0.0,0.0,1.0,0.536153,0.534483,0.0,0.72865,0.980392,0.040359,0.695217,0.663669,0.507634,0.040359,0.691922,0.661261,0.0,0.0,0.0,0.2,0.0,0.784387,0.0,0.317374,0.337793,0.354662,0.798112,0.0,0.0,0.526834,0.756757,0.647672,0.525045,0.905735
0.741319,0.740451,0.71274,0.724138,0.0,0.0,1.0,0.71274,0.724138,0.0,0.912305,0.911765,0.067265,0.852614,0.863309,0.576336,0.067265,0.851811,0.861261,0.0,0.0,0.0,0.15,0.0,0.895911,0.0,0.422534,0.381575,0.545399,0.541164,0.0,0.0,0.695886,0.837838,0.83655,0.694097,0.849908
0.654514,0.654514,0.625676,0.672414,0.0,0.0,1.0,0.625676,0.672414,0.0,0.842057,0.617647,0.044843,0.785873,0.81295,0.400763,0.044843,0.783844,0.812613,0.0,0.0,0.0,0.0,0.0,0.866171,0.0,0.676551,0.336272,0.637873,0.532774,0.0,0.0,0.628801,0.824324,0.796284,0.628801,0.914277
0.712674,0.712674,0.722577,0.413793,0.0,0.0,1.0,0.722577,0.396552,0.0,0.741506,0.705882,0.040359,0.734705,0.586331,0.385496,0.040359,0.734819,0.587387,0.0,0.0,0.0,0.0,0.0,0.959108,0.0,0.637231,0.330496,0.656307,0.524908,0.0,0.0,0.703936,0.783784,0.750361,0.703936,0.875534
0.590278,0.588542,0.560748,0.413793,0.0,0.0,1.0,0.560748,0.413793,0.0,0.668044,0.666667,0.017937,0.608454,0.715827,0.374046,0.017937,0.608357,0.717117,0.0,0.0,0.0,0.4,0.0,0.951673,0.0,0.509014,0.403466,0.484765,0.637651,0.0,0.0,0.608229,0.648649,0.70565,0.608229,0.843807
0.565972,0.565972,0.556321,0.206897,0.0,0.0,1.0,0.556321,0.206897,0.0,0.698347,0.392157,0.03139,0.694661,0.55036,0.221374,0.03139,0.69415,0.547748,0.0,0.0,0.0,0.0,0.0,0.888476,0.0,0.416199,0.373062,0.47791,0.571578,0.0,0.0,0.578712,0.635135,0.649877,0.578712,0.906955
0.530382,0.529514,0.530743,0.344828,0.0,0.0,1.0,0.530743,0.344828,0.0,0.643251,0.647059,0.053812,0.593993,0.651079,0.396947,0.053812,0.593872,0.652252,0.0,0.0,0.0,0.2,0.0,0.951673,0.0,0.486153,0.507753,0.47075,0.705821,0.0,0.0,0.508945,0.594595,0.660775,0.508945,0.859976
0.53125,0.53125,0.53517,0.344828,0.0,0.0,1.0,0.53517,0.344828,0.0,0.65978,0.77451,0.067265,0.646274,0.541367,0.381679,0.067265,0.647354,0.542342,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.525212,0.300395,0.504113,0.521238,0.0,0.0,0.507156,0.608108,0.613497,0.507156,0.867297
0.44184,0.44184,0.457944,0.224138,0.0,0.0,1.0,0.457944,0.224138,0.0,0.688246,0.333333,0.067265,0.695217,0.494604,0.232824,0.067265,0.695265,0.495495,0.0,0.0,0.0,0.0,0.0,0.95539,0.0,0.43821,0.197628,0.516149,0.425275,0.0,0.0,0.436494,0.567568,0.58487,0.436494,0.828859
0.412326,0.412326,0.415642,0.189655,0.0,0.0,1.0,0.415642,0.189655,0.0,0.646924,0.460784,0.06278,0.651835,0.47482,0.282443,0.06278,0.651811,0.475676,0.0,0.0,0.0,0.0,0.0,0.951673,0.0,0.434161,0.212527,0.519196,0.453068,0.0,0.0,0.402504,0.743243,0.587707,0.402504,0.899634
0.413194,0.413194,0.393507,0.172414,0.0,0.0,1.0,0.393507,0.172414,0.0,0.576676,0.245098,0.049327,0.610122,0.339928,0.152672,0.049327,0.611142,0.338739,0.0,0.0,0.0,0.0,0.0,0.973978,0.0,0.423645,0.364853,0.402194,0.609334,0.0,0.0,0.382826,0.581081,0.545326,0.382826,0.823673
0.420139,0.419271,0.389572,0.206897,0.0,0.0,1.0,0.389572,0.206897,0.0,0.667126,0.5,0.06278,0.678532,0.467626,0.293893,0.06278,0.678552,0.468468,0.0,0.0,0.0,0.25,0.0,0.951673,0.0,0.565513,0.406507,0.606338,0.679601,0.0,0.0,0.406977,0.594595,0.610207,0.406977,0.924954
0.407118,0.407118,0.386129,0.172414,0.0,0.0,1.0,0.386129,0.172414,0.0,0.586777,0.45098,0.09417,0.527253,0.629496,0.293893,0.09417,0.528134,0.630631,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.441476,0.290058,0.500609,0.627163,0.0,0.0,0.408766,0.540541,0.57296,0.408766,0.810555
0.358507,0.357639,0.368421,0.155172,0.0,0.0,1.0,0.368421,0.155172,0.0,0.55877,0.284314,0.085202,0.546162,0.46223,0.19084,0.085202,0.545404,0.463063,0.0,0.0,0.0,0.25,0.0,0.918216,0.0,0.263031,0.238674,0.323126,0.485055,0.0,0.0,0.358676,0.540541,0.592279,0.358676,0.767236
0.357639,0.357639,0.338908,0.172414,0.0,0.0,1.0,0.338908,0.172414,0.0,0.451791,0.294118,0.0,0.426029,0.465827,0.167939,0.0,0.426184,0.466667,0.0,0.0,0.0,0.0,0.0,0.966543,0.0,0.283671,0.186379,0.326173,0.338752,0.0,0.0,0.346154,0.513514,0.496837,0.346154,0.746187
0.319444,0.319444,0.282833,0.086207,0.0,0.0,1.0,0.282833,0.086207,0.0,0.524793,0.22549,0.004484,0.413793,0.789568,0.114504,0.004484,0.413928,0.790991,0.0,0.0,0.0,0.0,0.0,0.97026,0.0,0.365774,0.145941,0.429311,0.276875,0.0,0.0,0.298748,0.486486,0.424004,0.298748,0.693716
0.291667,0.291667,0.26119,0.189655,0.0,0.0,1.0,0.26119,0.189655,0.0,0.315886,0.166667,0.004484,0.314794,0.291367,0.076336,0.004484,0.314763,0.291892,0.0,0.0,0.0,0.0,0.0,0.95539,0.0,0.276355,0.10003,0.361974,0.248034,0.0,0.0,0.264758,0.351351,0.351514,0.264758,0.755644
0.290799,0.290799,0.241515,0.034483,0.0,0.0,1.0,0.241515,0.034483,0.0,0.328283,0.176471,0.0,0.345384,0.242806,0.080153,0.0,0.345961,0.243243,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.218158,0.247796,0.264625,0.287362,0.0,0.0,0.245975,0.378378,0.346129,0.245975,0.568944
0.21875,0.21875,0.194786,0.103448,0.0,0.0,1.0,0.194786,0.103448,0.0,0.297062,0.068627,0.0,0.310901,0.232014,0.038168,0.0,0.310864,0.232432,0.0,0.0,0.0,0.0,0.0,0.951673,0.0,0.214827,0.395257,0.279098,0.307289,0.0,0.0,0.197674,0.310811,0.312767,0.197674,0.565284
0.180556,0.180556,0.175111,0.068966,0.0,0.0,1.0,0.175111,0.068966,0.0,0.264922,0.156863,0.0,0.266963,0.248201,0.068702,0.0,0.267409,0.248649,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.213717,0.304956,0.233851,0.31463,0.0,0.0,0.186047,0.297297,0.303351,0.186047,0.57352
0.202257,0.202257,0.181013,0.034483,0.0,0.0,1.0,0.181013,0.034483,0.0,0.201561,0.088235,0.004484,0.213014,0.172662,0.053435,0.004484,0.211142,0.172973,0.0,0.0,0.0,0.0,0.0,0.736059,0.0,0.095297,0.055032,0.123705,0.162559,0.0,0.0,0.198569,0.256757,0.245879,0.198569,0.504576
0.188368,0.188368,0.190851,0.068966,0.0,0.0,1.0,0.190851,0.068966,0.0,0.165289,0.058824,0.0,0.164071,0.190647,0.030534,0.0,0.164345,0.190991,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.157022,0.110064,0.156155,0.137389,0.0,0.0,0.218247,0.202703,0.229957,0.218247,0.340757
0.179688,0.179688,0.165765,0.051724,0.0,0.0,1.0,0.165765,0.051724,0.0,0.186869,0.019608,0.0,0.201335,0.154676,0.015267,0.0,0.201114,0.154955,0.0,0.0,0.0,0.0,0.0,0.929368,0.0,0.228413,0.600486,0.180073,0.311484,0.0,0.0,0.207513,0.202703,0.217017,0.207513,0.375229
0.150174,0.150174,0.165765,0.0,0.0,0.0,1.0,0.165765,0.0,0.0,0.126722,0.0,0.004484,0.128476,0.152878,0.003817,0.004484,0.128691,0.153153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.373416,0.779872,0.265235,0.353435,0.0,0.0,0.186941,0.162162,0.180275,0.186941,0.412142
0.140625,0.140625,0.110182,0.034483,0.0,0.0,1.0,0.110182,0.034483,0.0,0.112029,0.009804,0.004484,0.102336,0.179856,0.007634,0.004484,0.10195,0.18018,0.0,0.0,0.0,0.0,0.0,0.899628,0.0,0.38047,0.749164,0.281993,0.557944,0.0,0.0,0.115385,0.216216,0.214975,0.115385,0.526236
0.170139,0.170139,0.166749,0.068966,0.0,0.0,1.0,0.166749,0.068966,0.0,0.196051,0.098039,0.0,0.183537,0.248201,0.041985,0.0,0.183287,0.248649,0.0,0.0,0.0,0.0,0.0,0.933086,0.0,0.23821,0.461538,0.204144,0.305716,0.0,0.0,0.160107,0.256757,0.255006,0.160107,0.448444
0.15625,0.155382,0.132317,0.017241,0.0,0.0,1.0,0.132317,0.017241,0.0,0.198347,0.029412,0.0,0.21802,0.145683,0.01145,0.0,0.217827,0.145946,0.0,0.0,0.0,0.6,0.0,0.933086,0.0,0.206205,0.333536,0.211609,0.218668,0.0,0.0,0.139535,0.22973,0.192059,0.139535,0.343807
0.123264,0.123264,0.103788,0.0,0.0,0.0,1.0,0.103788,0.0,0.0,0.102847,0.039216,0.0,0.086207,0.197842,0.015267,0.0,0.086351,0.198198,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.31659,0.889632,0.387873,0.430519,0.0,0.0,0.119857,0.243243,0.194607,0.119857,0.538743
0.12934,0.12934,0.107231,0.086207,0.0,0.0,1.0,0.107231,0.086207,0.0,0.08494,0.009804,0.0,0.089544,0.116906,0.003817,0.0,0.089136,0.117117,0.0,0.0,0.0,0.0,0.0,0.881041,0.0,0.322273,1.068714,0.242383,0.568956,0.0,0.0,0.152057,0.202703,0.177402,0.152057,0.561928
0.097222,0.097222,0.082636,0.068966,0.0,0.0,1.0,0.082636,0.068966,0.0,0.145087,0.058824,0.0,0.17297,0.082734,0.038168,0.0,0.172702,0.082883,0.0,0.0,0.0,0.0,0.0,0.914498,0.0,0.22273,1.050775,0.238726,0.588359,0.0,0.0,0.142218,0.175676,0.158064,0.142218,0.677547
0.103299,0.102431,0.088539,0.051724,0.0,0.0,1.0,0.088539,0.051724,0.0,0.145087,0.068627,0.0,0.167964,0.098921,0.026718,0.0,0.168245,0.099099,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.234422,0.059593,0.218769,0.098584,0.0,0.0,0.117174,0.162162,0.146425,0.117174,0.399024
0.111979,0.111979,0.09149,0.0,0.0,0.0,1.0,0.09149,0.0,0.0,0.066116,0.0,0.0,0.077864,0.080935,0.0,0.0,0.077437,0.081081,0.0,0.0,0.0,0.0,0.0,0.862454,0.0,0.09373,0.032229,0.096283,0.073938,0.0,0.0,0.108229,0.094595,0.101171,0.108229,0.160159
0.095486,0.095486,0.065421,0.0,0.0,0.0,1.0,0.065421,0.0,0.0,0.087695,0.0,0.0,0.110679,0.059353,0.0,0.0,0.110864,0.059459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.045918,0.013378,0.028793,0.015207,0.0,0.0,0.097496,0.108108,0.089912,0.097496,0.083282
0.071181,0.071181,0.051648,0.0,0.0,0.0,1.0,0.051648,0.0,0.0,0.037649,0.0,0.0,0.047275,0.068345,0.0,0.0,0.047354,0.068468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.083214,0.019763,0.048903,0.022024,0.0,0.0,0.076923,0.094595,0.086388,0.076923,0.137584
0.05816,0.05816,0.030989,0.017241,0.0,0.0,1.0,0.030989,0.017241,0.0,0.061065,0.029412,0.0,0.075083,0.070144,0.01145,0.0,0.074652,0.07027,0.0,0.0,0.0,0.0,0.0,0.858736,0.0,0.026061,0.027668,0.019348,0.026219,0.0,0.0,0.083184,0.067568,0.081978,0.083184,0.115314
0.054688,0.054688,0.035908,0.0,0.0,0.0,1.0,0.035908,0.0,0.0,0.042241,0.009804,0.0,0.058954,0.048561,0.003817,0.0,0.058496,0.048649,0.0,0.0,0.0,0.0,0.0,0.832714,0.0,0.013717,0.024324,0.010817,0.031987,0.0,0.0,0.064401,0.054054,0.067357,0.064401,0.070775
0.091146,0.091146,0.074274,0.0,0.0,0.0,1.0,0.074274,0.0,0.0,0.067952,0.009804,0.0,0.071746,0.107914,0.003817,0.0,0.071866,0.108108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.062769,0.022195,0.046618,0.018353,0.0,0.0,0.118068,0.094595,0.07699,0.118068,0.100366
0.063368,0.063368,0.031972,0.0,0.0,0.0,1.0,0.031972,0.0,0.0,0.033058,0.009804,0.0,0.048943,0.044964,0.007634,0.0,0.049025,0.045045,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.014174,0.013986,0.014778,0.016256,0.0,0.0,0.069767,0.054054,0.055881,0.069767,0.064063
0.056424,0.056424,0.041318,0.0,0.0,0.0,1.0,0.041318,0.0,0.0,0.056474,0.0,0.0,0.084538,0.021583,0.0,0.0,0.084123,0.021622,0.0,0.0,0.0,0.0,0.0,0.851301,0.0,0.018681,0.003344,0.005789,0.0,0.0,0.0,0.063506,0.054054,0.053043,0.063506,0.010067
