k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36
0.364583,0.364583,0.40949,0.0,0.285714,0.0,0.878924,0.408091,0.0,0.0,0.290429,0.0,0.266667,0.295826,0.022727,0.139535,0.26087,0.294011,0.022727,0.0,0.0,0.0,0.0,0.0,0.650442,0.0,0.200114,0.071942,0.205924,0.134603,0.0,0.664405,0.421975,0.346154,0.345414,0.421975,0.272469
0.266369,0.266369,0.273286,0.0,0.0,0.0,1.0,0.273527,0.0,0.0,0.174917,0.0,0.044444,0.183303,0.068182,0.034884,0.043478,0.183303,0.068182,0.0,0.0,0.0,0.0,0.0,0.867257,0.0,0.097747,0.036871,0.145275,0.108571,0.0,0.52726,0.299363,0.230769,0.236137,0.299363,0.216178
0.25744,0.25744,0.300527,0.0,0.142857,0.0,0.928251,0.299912,0.0,0.0,0.160066,0.0,0.066667,0.168784,0.022727,0.034884,0.065217,0.168784,0.022727,0.0,0.0,0.0,0.0,0.0,0.867257,0.0,0.118164,0.046313,0.129525,0.079365,0.0,0.519304,0.278662,0.25,0.276017,0.278662,0.170293
0.252976,0.252976,0.297012,0.0,0.0,0.0,1.0,0.297274,0.0,0.0,0.191419,0.0,0.111111,0.201452,0.0,0.05814,0.108696,0.201452,0.0,0.0,0.0,0.0,0.0,0.0,0.867257,0.0,0.084289,0.071493,0.097555,0.111111,0.0,0.417212,0.321656,0.269231,0.274933,0.321656,0.159413
0.252976,0.252976,0.259227,0.125,0.0,0.0,1.0,0.259455,0.125,0.0,0.166667,0.017857,0.044444,0.176044,0.045455,0.034884,0.043478,0.176044,0.045455,0.0,0.0,0.0,0.0,0.0,0.867257,0.0,0.132193,0.070144,0.155853,0.096508,0.0,0.405298,0.31051,0.25,0.268909,0.31051,0.160833
0.24256,0.24256,0.233743,0.0,0.0,0.0,1.0,0.233949,0.0,0.0,0.072607,0.0,0.088889,0.072595,0.0,0.046512,0.086957,0.072595,0.0,0.0,0.0,0.0,0.0,0.0,0.867257,0.0,0.086113,0.039119,0.109779,0.049524,0.0,0.317381,0.308917,0.211538,0.234183,0.308917,0.117786
0.303571,0.303571,0.274165,0.0,0.0,0.0,1.0,0.274406,0.0,0.0,0.089109,0.0,0.066667,0.092559,0.0,0.034884,0.065217,0.092559,0.0,0.0,0.0,0.0,0.0,0.0,0.867257,0.0,0.007756,0.007644,0.06394,0.022857,0.0,0.237986,0.335987,0.211538,0.197666,0.335987,0.073321
0.221726,0.221726,0.233743,0.0,0.0,0.0,1.0,0.233949,0.0,0.0,0.09571,0.0,0.066667,0.099819,0.0,0.034884,0.065217,0.099819,0.0,0.0,0.0,0.0,0.0,0.0,0.867257,0.0,0.047277,0.017086,0.058533,0.031746,0.0,0.329214,0.278662,0.134615,0.151643,0.278662,0.087039
0.229167,0.229167,0.251318,0.0,0.0,0.0,1.0,0.251539,0.0,0.0,0.084158,0.0,0.066667,0.085299,0.022727,0.034884,0.065217,0.085299,0.022727,0.0,0.0,0.0,0.0,0.0,0.867257,0.0,0.013231,0.010342,0.01528,0.019048,0.0,0.24582,0.31051,0.153846,0.138848,0.31051,0.049669
0.215774,0.215774,0.248682,0.0,0.0,0.0,1.0,0.248901,0.0,0.0,0.074257,0.0,0.044444,0.07804,0.0,0.023256,0.043478,0.07804,0.0,0.0,0.0,0.0,0.0,0.0,0.867257,0.0,0.006501,0.006295,0.007052,0.010794,0.0,0.211009,0.288217,0.096154,0.130874,0.288217,0.035478
