k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36
0.472876,0.472876,0.546841,0.142857,1.0,0.0,0.8,0.546115,0.142857,0.0,0.579241,0.588235,0.0,0.50962,0.697259,0.587719,0.0,0.508325,0.698925,0.0,0.0,0.0,0.0,0.0,0.991244,0.0,0.31432,0.260434,0.277137,0.370833,0.0,0.0,0.52965,0.557143,0.534192,0.52965,0.70381
0.417605,0.417605,0.4626,0.114286,0.0,0.0,1.0,0.4626,0.114286,0.0,0.473586,0.308824,0.0,0.419657,0.564958,0.289474,0.0,0.418835,0.561529,0.0,0.0,0.0,0.0,0.0,0.978802,0.0,0.429892,0.284919,0.509282,0.3125,0.0,0.0,0.467655,0.442857,0.470157,0.467655,0.711544
0.464688,0.464688,0.477124,0.2,0.0,0.0,1.0,0.477124,0.2,0.0,0.479911,0.088235,0.0,0.418097,0.588796,0.149123,0.0,0.416233,0.589008,0.0,0.0,0.0,0.0,0.0,0.982488,0.0,0.430545,0.283806,0.551096,0.350694,0.0,0.0,0.466307,0.414286,0.447419,0.466307,0.726439
0.351075,0.350051,0.350036,0.142857,0.0,0.0,1.0,0.350036,0.142857,0.0,0.445312,0.147059,0.0,0.400936,0.517282,0.105263,0.0,0.398543,0.516129,0.0,0.0,0.0,0.171429,0.0,0.973733,0.0,0.349421,0.627713,0.361432,0.734722,0.0,0.0,0.380054,0.457143,0.418115,0.380054,0.703523
0.468782,0.468782,0.416122,0.2,0.0,0.0,1.0,0.416122,0.2,0.0,0.494792,0.338235,0.0,0.450338,0.562574,0.394737,0.0,0.448491,0.563919,0.0,0.0,0.0,0.0,0.0,0.986636,0.0,0.36109,0.414023,0.387021,0.626389,0.0,0.0,0.416442,0.471429,0.494901,0.416442,0.731596
0.577277,0.57523,0.554103,0.428571,0.0,0.0,1.0,0.554103,0.428571,0.0,0.604539,0.529412,0.0,0.551222,0.682956,0.561404,0.0,0.550989,0.684588,0.0,0.0,0.0,0.257143,0.0,0.997235,0.0,0.420276,0.401224,0.478006,0.479861,0.0,0.0,0.54717,0.557143,0.565861,0.54717,0.849613
0.470829,0.470829,0.490196,0.628571,0.0,0.0,1.0,0.490196,0.628571,0.0,0.584821,0.602941,0.0,0.555902,0.609058,0.605263,0.0,0.556191,0.608124,0.0,0.0,0.0,0.0,0.0,0.99447,0.0,0.455657,0.209794,0.422813,0.498611,0.0,0.0,0.485175,0.6,0.580154,0.485175,0.79662
0.480041,0.480041,0.453159,0.485714,0.0,0.0,1.0,0.453159,0.485714,0.0,0.561012,0.588235,0.0,0.519501,0.61621,0.508772,0.0,0.51769,0.616487,0.0,0.0,0.0,0.0,0.0,0.985253,0.0,0.411221,0.299944,0.534036,0.563194,0.0,0.0,0.456873,0.585714,0.584166,0.456873,0.820968
0.489253,0.489253,0.485113,0.485714,0.0,0.0,1.0,0.485113,0.485714,0.0,0.563244,0.411765,0.0,0.49298,0.684148,0.377193,0.0,0.492716,0.684588,0.0,0.0,0.0,0.0,0.0,0.994009,0.0,0.534914,0.356706,0.725372,0.705556,0.0,0.0,0.440701,0.657143,0.615919,0.439353,0.925236
0.544524,0.544524,0.578068,0.742857,0.0,0.0,1.0,0.578068,0.742857,0.0,0.573289,0.470588,0.0,0.549662,0.586412,0.394737,0.0,0.549948,0.586619,0.0,0.0,0.0,0.0,0.0,0.997235,0.0,0.685773,0.404563,0.649272,0.717361,0.0,0.0,0.544474,0.628571,0.646638,0.544474,0.780006
0.554759,0.554759,0.588235,0.885714,0.0,0.0,1.0,0.588235,0.885714,0.0,0.562872,0.602941,0.0,0.51222,0.638856,0.640351,0.0,0.506243,0.639188,0.0,0.0,0.0,0.0,0.0,0.96129,0.0,0.812453,0.405676,1.002676,0.636806,0.0,0.0,0.563342,0.585714,0.622971,0.563342,1.048124
0.505629,0.505629,0.506899,0.485714,0.0,0.0,1.0,0.506899,0.485714,0.0,0.546875,0.470588,0.0,0.517941,0.574493,0.54386,0.0,0.516129,0.572282,0.0,0.0,0.0,0.0,0.0,0.978802,0.0,0.650392,0.291041,0.92089,0.502083,0.0,0.0,0.485175,0.557143,0.566241,0.485175,0.97823
0.518936,0.518936,0.475672,0.685714,0.0,0.0,1.0,0.475672,0.685714,0.0,0.577753,0.676471,0.0,0.50546,0.702026,0.587719,0.0,0.505723,0.702509,0.0,0.0,0.0,0.0,0.0,0.997235,0.0,0.761949,0.450195,0.72671,0.432639,0.0,0.0,0.450135,0.571429,0.599071,0.450135,0.908909
0.436029,0.435005,0.422658,0.742857,0.0,0.0,1.0,0.422658,0.742857,0.0,0.515625,0.441176,0.0,0.472179,0.579261,0.438596,0.0,0.471904,0.57945,0.0,0.0,0.0,0.142857,0.0,0.993548,0.0,0.530713,0.29271,0.529854,0.460417,0.0,0.0,0.424528,0.571429,0.525135,0.423181,0.763964
0.616172,0.615148,0.575163,0.514286,0.0,0.0,1.0,0.575163,0.514286,0.0,0.684896,0.647059,0.0,0.589704,0.852205,0.657895,0.0,0.58897,0.853047,0.0,0.0,0.0,0.114286,0.0,0.992627,0.0,0.8455,0.4936,0.749624,0.708333,0.0,0.0,0.530997,0.671429,0.673029,0.530997,0.940132
0.726714,0.725691,0.721133,0.742857,0.0,0.0,1.0,0.721133,0.742857,0.0,0.664062,0.735294,0.0,0.606864,0.746126,0.710526,0.0,0.602497,0.744325,0.0,0.0,0.0,0.114286,0.0,0.969585,0.0,0.422143,0.301057,0.493895,0.764583,0.0,0.0,0.727763,0.657143,0.703009,0.727763,0.932111
