timestamp,value
0,0.099585
1,0.123098
2,0.131397
3,0.095436
4,0.106501
5,0.103734
6,0.078838
7,0.114799
8,0.118949
9,0.106501
10,0.145228
11,0.163209
12,0.226833
13,0.251729
14,0.366528
15,0.520055
16,0.432918
17,0.432918
18,0.35823
19,0.345781
20,0.46888
21,0.417704
22,0.333333
23,0.639004
24,0.488243
25,0.416321
26,0.443983
27,0.461964
28,0.473029
29,0.46888
30,0.511757
31,0.473029
32,0.522822
33,0.510373
34,0.50899
35,0.741355
36,0.655602
37,0.528354
38,0.449516
39,0.290456
40,0.319502
41,0.244813
42,0.289073
43,0.242047
44,0.329184
45,0.271093
46,0.349931
47,0.35823
48,0.315353
49,0.35823
50,0.428769
51,0.453665
52,0.547718
53,0.626556
54,0.62379
55,0.636238
56,0.684647
57,0.780083
58,0.853389
59,0.93361
60,0.856155
61,0.739972
62,0.726141
63,0.61964
64,0.723375
65,0.715076
66,0.648686
67,0.572614
68,0.495159
69,0.461964
70,0.373444
71,0.484094
72,0.636238
73,0.636238
74,0.522822
75,0.502075
76,0.28769
77,0.289073
78,0.182573
79,0.179806
80,0.167358
81,0.125864
82,0.171508
83,0.196404
84,0.08852
85,0.11065
86,0.147994
87,0.076072
88,0.087137
89,0.078838
90,0.063624
91,0.109267
92,0.103734
93,0.082988
94,0.082988
95,0.081604
