timestamp,value
0,0.354839
1,0.354839
2,0.290323
3,0.225806
4,0.258065
5,0.225806
6,0.290323
7,0.322581
8,0.225806
9,0.258065
10,0.129032
11,0.129032
12,0.16129
13,0.193548
14,0.225806
15,0.451613
16,0.419355
17,0.387097
18,0.483871
19,0.548387
20,0.451613
21,0.451613
22,0.580645
23,0.548387
24,0.483871
25,0.516129
26,0.419355
27,0.483871
28,0.419355
29,0.483871
30,0.258065
31,0.548387
32,0.354839
33,0.451613
34,0.354839
35,0.451613
36,0.451613
37,0.354839
38,0.451613
39,0.612903
40,0.483871
41,0.483871
42,0.354839
43,0.419355
44,0.354839
45,0.258065
46,0.387097
47,0.290323
48,0.258065
49,0.354839
50,0.290323
51,0.258065
52,0.290323
53,0.451613
54,0.290323
55,0.258065
56,0.290323
57,0.548387
58,0.419355
59,0.387097
60,0.354839
61,0.580645
62,0.612903
63,0.612903
64,0.709677
65,0.741935
66,0.774194
67,0.83871
68,0.677419
69,0.741935
70,0.677419
71,0.903226
72,0.774194
73,0.741935
74,0.774194
75,0.774194
76,0.903226
77,0.903226
78,0.774194
79,0.774194
80,0.870968
81,0.645161
82,0.645161
83,0.580645
84,0.612903
85,0.451613
86,0.483871
87,0.354839
88,0.290323
89,0.290323
90,0.322581
91,0.258065
92,0.290323
93,0.322581
94,0.258065
95,0.16129
