timestamp,value
0,0.199456
1,0.159396
2,0.201719
3,0.395676
4,0.169744
5,0.163254
6,0.207863
7,0.219836
8,0.195311
9,0.182024
10,0.209841
11,0.265791
12,0.283883
13,0.297545
14,0.313722
15,0.705212
16,0.380932
17,0.778399
18,0.294157
19,0.233193
20,0.331604
21,0.297337
22,0.313743
23,0.563668
24,0.44056
25,0.369248
26,0.215228
27,0.710442
28,0.38716
29,0.58423
30,0.566949
31,0.6536
32,0.235556
33,0.327722
34,0.428419
35,0.487394
36,0.471624
37,0.400353
38,0.160867
39,0.542184
40,0.226901
41,0.216716
42,0.18617
43,0.592785
44,0.84934
45,0.498975
46,0.16488
47,0.237242
48,0.139089
49,0.15107
50,0.139805
51,0.103809
52,0.073213
53,0.193984
54,0.135058
55,0.121064
56,0.161462
57,0.183321
58,0.12473
59,0.32279
60,0.192883
61,0.11765
62,0.171398
63,0.090887
64,0.206286
65,0.240138
66,0.181131
67,0.172105
68,0.27304
69,0.356554
70,0.171862
71,0.218167
72,0.721748
73,0.805895
74,0.831186
75,0.434966
76,0.302302
77,0.377831
78,0.265187
79,0.201671
80,0.664793
81,0.293763
82,0.243094
83,0.293564
84,0.674852
85,0.592291
86,0.467172
87,0.592402
88,0.42573
89,0.33323
90,0.252621
91,0.348531
92,0.434317
93,0.384658
94,0.288683
95,0.236194
