timestamp,value
0,0.002874
1,0.004023
2,0.003448
3,0.002874
4,0.008046
5,0.002874
6,0.003448
7,0.003448
8,0.003448
9,0.008046
10,0.267816
11,0.252299
12,0.048276
13,0.086207
14,0.035057
15,0.201149
16,0.106897
17,0.12069
18,0.102874
19,0.135632
20,0.287931
21,0.270115
22,0.164368
23,0.235057
24,0.144253
25,0.134483
26,0.088506
27,0.101149
28,0.227586
29,0.263793
30,0.193678
31,0.26954
32,0.231609
33,0.373563
34,0.192529
35,0.182759
36,0.062644
37,0.05977
38,0.057471
39,0.405172
40,0.197126
41,0.144828
42,0.512069
43,0.174713
44,0.079885
45,0.617816
46,0.11092
47,0.141954
48,0.1
49,0.148851
50,0.104023
51,0.165517
52,0.147701
53,0.153448
54,0.117241
55,0.286207
56,0.113793
57,0.613793
58,0.112644
59,0.14023
60,0.243678
61,0.38908
62,0.291379
63,0.666667
64,1.149425
65,0.724713
66,0.967816
67,0.615517
68,0.663218
69,0.805172
70,0.359195
71,0.431609
72,0.28046
73,0.465517
74,0.277586
75,0.391379
76,0.598851
77,0.327011
78,0.17931
79,0.288506
80,0.286207
81,0.249425
82,0.395977
83,0.452299
84,0.499425
85,0.09023
86,0.042529
87,0.095402
88,0.007471
89,0.115517
90,0.21092
91,0.006897
92,0.01092
93,0.004023
94,0.014943
95,0.158046
