timestamp,value
0,0.177838
1,0.122863
2,0.089752
3,0.089752
4,0.060078
5,0.0557
6,0.0
7,0.041805
8,0.079596
9,0.125519
10,0.171435
11,0.149879
12,0.081543
13,0.154413
14,0.109586
15,0.180024
16,0.313563
17,0.222904
18,0.539721
19,0.49599
20,0.419873
21,0.425552
22,0.609231
23,0.535975
24,0.428596
25,0.408087
26,0.456632
27,0.374006
28,0.348859
29,0.298255
30,0.502309
31,0.44299
32,0.480837
33,0.59036
34,0.378849
35,0.30794
36,0.31591
37,0.448043
38,0.355733
39,0.301228
40,0.494585
41,0.660608
42,0.693719
43,0.682003
44,0.534724
45,0.615318
46,0.434766
47,0.425861
48,0.394002
49,0.480683
50,0.48537
51,0.345893
52,0.563146
53,0.528166
54,0.459752
55,0.381035
56,0.344333
57,0.523324
58,0.426487
59,0.564552
60,0.476936
61,0.715429
62,0.743697
63,0.725269
64,0.73636
65,0.593607
66,0.725269
67,0.833506
68,1.004526
69,0.59204
70,0.474751
71,0.543003
72,0.677947
73,0.477871
74,0.493488
75,0.540501
76,0.611255
77,0.823511
78,0.543312
79,0.422896
80,0.473183
81,0.320282
82,0.2008
83,0.272489
84,0.156599
85,0.062728
86,0.200645
87,0.216571
88,0.118645
89,0.141291
90,0.145199
91,0.177684
92,0.225786
93,0.177838
94,0.136603
95,0.107555
