timestamp,value
0,0.022434
1,0.065942
2,0.051666
3,0.019714
4,0.055744
5,0.025833
6,0.020394
7,0.050306
8,0.051666
9,0.03399
10,0.025153
11,0.024473
12,0.03467
13,0.057104
14,0.07138
15,0.03671
16,0.101971
17,0.220938
18,0.246771
19,0.294358
20,0.423521
21,0.435078
22,0.636302
23,0.757988
24,0.680489
25,0.729436
26,0.687288
27,0.683209
28,0.693406
29,0.636982
30,0.60843
31,0.67845
32,0.732155
33,0.743712
34,0.686608
35,0.698165
36,0.724677
37,0.805574
38,0.762067
39,0.817811
40,0.675051
41,0.557444
42,0.589395
43,0.450714
44,0.519375
45,0.495581
46,0.514616
47,0.520054
48,0.494222
49,0.554725
50,0.504419
51,0.518695
52,0.611149
53,0.56968
54,0.666213
55,0.574439
56,0.631543
57,0.667573
58,0.795377
59,0.767505
60,0.740993
61,0.74847
62,0.881713
63,0.868797
64,0.790619
65,0.768865
66,0.830727
67,0.800136
68,0.634262
69,0.53569
70,0.53569
71,0.611149
72,0.649898
73,0.616587
74,0.473827
75,0.442556
76,0.458192
77,0.462271
78,0.443236
79,0.405167
80,0.366417
81,0.330387
82,0.318151
83,0.301156
84,0.17743
85,0.145479
86,0.18015
87,0.061863
88,0.067981
89,0.075459
90,0.03671
91,0.068661
92,0.076139
93,0.077498
94,0.112169
95,0.089735
