timestamp,value
0,0.686975
1,0.67437
2,0.735294
3,0.880252
4,0.808824
5,0.720588
6,0.762605
7,0.728992
8,0.72479
9,0.796218
10,0.680672
11,0.829832
12,0.602941
13,0.752101
14,0.722689
15,0.943277
16,0.907563
17,0.689076
18,0.55042
19,0.607143
20,0.857143
21,0.918067
22,0.695378
23,0.67437
24,0.640756
25,0.718487
26,0.737395
27,0.607143
28,0.752101
29,0.539916
30,0.470588
31,0.455882
32,0.518908
33,0.361345
34,0.304622
35,0.27521
36,0.39916
37,0.369748
38,0.298319
39,0.296218
40,0.254202
41,0.235294
42,0.30042
43,0.296218
44,0.258403
45,0.178571
46,0.287815
47,0.14916
48,0.161765
49,0.12395
50,0.084034
51,0.105042
52,0.128151
53,0.207983
54,0.180672
55,0.081933
56,0.157563
57,0.176471
58,0.235294
59,0.189076
60,0.27521
61,0.260504
62,0.201681
63,0.271008
64,0.281513
65,0.228992
66,0.228992
67,0.313025
68,0.228992
69,0.327731
70,0.378151
71,0.478992
72,0.573529
73,0.529412
74,0.701681
75,0.829832
76,0.813025
77,0.960084
78,0.848739
79,0.867647
80,0.798319
81,0.947479
82,1.018908
83,0.993697
84,0.995798
85,0.966387
86,0.712185
87,0.766807
88,0.819328
89,0.842437
90,0.762605
91,0.77521
92,1.006303
93,1.069328
94,0.964286
95,0.880252
