timestamp,value
0,0.290051
1,0.330523
2,0.344013
3,0.298482
4,0.406408
5,0.468803
6,0.413153
7,0.347386
8,0.372681
9,0.362563
10,0.359191
11,0.492411
12,0.509275
13,0.563238
14,0.541315
15,0.608769
16,0.529511
17,0.627319
18,0.698145
19,0.753794
20,0.590219
21,0.541315
22,0.563238
23,0.435076
24,0.416526
25,0.27656
26,0.247892
27,0.296796
28,0.254637
29,0.247892
30,0.161889
31,0.195616
32,0.192243
33,0.25801
34,0.234401
35,0.195616
36,0.209106
37,0.192243
38,0.232715
39,0.165261
40,0.190556
41,0.200675
42,0.195616
43,0.141653
44,0.079258
45,0.10118
46,0.153457
47,0.172007
48,0.15683
49,0.200675
50,0.231029
51,0.163575
52,0.192243
53,0.160202
54,0.192243
55,0.168634
56,0.06914
57,0.129848
58,0.183811
59,0.112985
60,0.091062
61,0.086003
62,0.102867
63,0.114671
64,0.092749
65,0.107926
66,0.25801
67,0.355818
68,0.323777
69,0.426644
70,0.419899
71,0.541315
72,0.696459
73,0.645868
74,0.708263
75,0.642496
76,0.541315
77,0.482293
78,0.455312
79,0.568297
80,0.556492
81,0.613828
82,0.558179
83,0.551433
84,0.63575
85,0.743676
86,0.720067
87,0.743676
88,0.846543
89,0.795953
90,0.787521
91,0.60371
92,0.63575
93,0.563238
94,0.578415
95,0.549747
