timestamp,value
0,0.067924
1,0.144204
2,0.044997
3,0.010285
4,0.006428
5,0.040069
6,0.011571
7,0.008785
8,0.035355
9,0.118063
10,0.01757
11,0.031712
12,0.012213
13,0.055282
14,0.215127
15,0.232912
16,0.231626
17,0.128348
18,0.176773
19,0.424898
20,0.307692
21,0.389972
22,0.364474
23,0.247911
24,0.309621
25,0.218984
26,0.170345
27,0.204843
28,0.248125
29,0.315192
30,0.161131
31,0.292265
32,0.339619
33,0.286694
34,0.219413
35,0.589029
36,0.307478
37,0.194986
38,0.339404
39,0.532033
40,0.540819
41,0.772445
42,0.365117
43,0.278337
44,0.171845
45,0.200986
46,0.26591
47,0.191772
48,0.168631
49,0.661881
50,0.680951
51,0.373902
52,0.117206
53,0.254982
54,0.341761
55,0.175916
56,0.195415
57,0.513178
58,0.302978
59,0.359546
60,0.213628
61,0.363403
62,0.494322
63,0.363403
64,0.49625
65,0.460039
66,0.475895
67,0.411828
68,0.536533
69,0.636169
70,0.75466
71,0.621813
72,0.703021
73,0.769874
74,0.64024
75,0.370474
76,0.491536
77,0.551961
78,0.334476
79,0.517677
80,0.673452
81,0.533319
82,0.33619
83,0.33919
84,0.35526
85,0.188772
86,0.303621
87,0.222413
88,0.12642
89,0.180416
90,0.171845
91,0.147418
92,0.200129
93,0.100279
94,0.025498
95,0.008142
