timestamp,value
0,0.343137
1,0.176471
2,0.313725
3,0.205882
4,0.254902
5,0.294118
6,0.352941
7,0.382353
8,0.343137
9,0.264706
10,0.343137
11,0.27451
12,0.294118
13,0.245098
14,0.303922
15,0.441176
16,0.519608
17,0.441176
18,0.539216
19,0.343137
20,0.333333
21,1.019608
22,0.490196
23,0.637255
24,0.284314
25,0.313725
26,0.313725
27,0.284314
28,0.676471
29,0.323529
30,0.235294
31,0.323529
32,0.245098
33,0.098039
34,0.294118
35,0.04902
36,0.156863
37,0.186275
38,0.068627
39,0.04902
40,0.0
41,0.019608
42,0.039216
43,0.009804
44,0.019608
45,0.029412
46,0.009804
47,0.0
48,0.068627
49,0.0
50,0.0
51,0.0
52,0.0
53,0.009804
54,0.0
55,0.0
56,0.0
57,0.039216
58,0.0
59,0.0
60,0.04902
61,0.0
62,0.039216
63,0.009804
64,0.0
65,0.0
66,0.019608
67,0.235294
68,0.127451
69,0.019608
70,0.176471
71,0.166667
72,0.588235
73,0.088235
74,0.647059
75,0.745098
76,1.127451
77,0.813725
78,1.617647
79,0.480392
80,0.401961
81,0.264706
82,0.519608
83,0.186275
84,0.22549
85,0.54902
86,0.77451
87,0.656863
88,0.421569
89,0.509804
90,0.480392
91,0.382353
92,0.27451
93,0.264706
94,0.254902
95,0.303922
