timestamp,value
0,0.673387
1,0.758065
2,0.77957
3,0.712366
4,0.762097
5,0.771505
6,0.744624
7,0.787634
8,0.727151
9,0.669355
10,0.776882
11,0.772849
12,0.790323
13,0.75672
14,0.759409
15,0.75
16,0.733871
17,0.719086
18,0.698925
19,0.71371
20,0.709677
21,0.748656
22,0.774194
23,0.709677
24,0.748656
25,0.77957
26,0.723118
27,0.702957
28,0.74328
29,0.806452
30,0.780914
31,0.75
32,0.788978
33,0.580645
34,0.802419
35,0.622312
36,0.700269
37,0.573925
38,0.587366
39,0.626344
40,0.682796
41,0.798387
42,0.600806
43,0.75672
44,0.801075
45,0.612903
46,0.866935
47,0.669355
48,0.827957
49,0.650538
50,0.81586
51,0.798387
52,0.776882
53,0.943548
54,0.77957
55,0.771505
56,0.747312
57,0.758065
58,0.866935
59,0.735215
60,0.721774
61,0.745968
62,1.009409
63,0.866935
64,0.866935
65,0.188172
66,1.009409
67,0.866935
68,0.657258
69,0.704301
70,0.771505
71,0.955645
72,0.810484
73,0.782258
74,0.81586
75,0.774194
76,0.802419
77,0.791667
78,0.819892
79,0.834677
80,0.759409
81,0.717742
82,0.745968
83,0.817204
84,0.798387
85,0.799731
86,0.80914
87,0.731183
88,0.767473
89,0.708333
90,0.740591
91,0.692204
92,0.799731
93,0.72043
94,0.764785
95,0.689516
