timestamp,value
0,0.335373
1,0.334149
2,0.406365
3,0.414933
4,0.361077
5,0.282742
6,0.22399
7,0.226438
8,0.270502
9,0.192166
10,0.244798
11,0.19339
12,0.140759
13,0.151775
14,0.220318
15,0.359853
16,0.345165
17,0.488372
18,0.388005
19,0.713586
20,0.485924
21,0.544676
22,0.724602
23,0.70257
24,0.659731
25,0.675643
26,0.53978
27,0.531212
28,0.632803
29,0.500612
30,0.621787
31,0.507956
32,0.656059
33,0.651163
34,0.747858
35,0.637699
36,0.600979
37,0.725826
38,0.571603
39,0.671971
40,0.629131
41,0.523868
42,0.581395
43,0.506732
44,0.46634
45,0.451652
46,0.358629
47,0.233782
48,0.554468
49,0.766218
50,0.550796
51,0.439412
52,0.446756
53,0.407589
54,0.356181
55,0.471236
56,0.534884
57,0.369645
58,0.362301
59,0.4847
60,0.368421
61,0.479804
62,0.467564
63,0.660955
64,0.705018
65,0.642595
66,0.616891
67,0.679315
68,0.487148
69,0.50918
70,0.565483
71,0.53978
72,0.641371
73,0.822521
74,0.581395
75,0.645043
76,0.565483
77,0.707466
78,0.663403
79,0.736842
80,0.812729
81,0.69645
82,0.495716
83,0.465116
84,0.605875
85,0.596083
86,0.477356
87,0.388005
88,0.373317
89,0.342717
90,0.378213
91,0.367197
92,0.328029
93,0.549572
94,0.329253
95,0.412485
