timestamp,value
0,0.564054
1,0.549713
2,0.58891
3,0.562141
4,0.57935
5,0.627151
6,0.612811
7,0.686424
8,0.73805
9,0.805927
10,0.676864
11,0.750478
12,0.760994
13,0.865201
14,0.745698
15,0.708413
16,0.84608
17,0.858509
18,1.08413
19,1.142447
20,1.159656
21,0.800191
22,0.708413
23,0.604207
24,0.561185
25,0.478011
26,0.442639
27,0.486616
28,0.442639
29,0.450287
30,0.443595
31,0.40631
32,0.454111
33,0.508604
34,0.424474
35,0.324092
36,0.316444
37,0.268642
38,0.298279
39,0.319312
40,0.243786
41,0.221797
42,0.1826
43,0.251434
44,0.173996
45,0.246654
46,0.26673
47,0.192161
48,0.210325
49,0.195985
50,0.220841
51,0.095602
52,0.101338
53,0.106119
54,0.108987
55,0.131931
56,0.100382
57,0.132887
58,0.08413
59,0.126195
60,0.060229
61,0.066922
62,0.06979
63,0.107075
64,0.086042
65,0.122371
66,0.057361
67,0.072658
68,0.06501
69,0.08413
70,0.085086
71,0.202677
72,0.208413
73,0.249522
74,0.316444
75,0.431166
76,0.385277
77,0.590822
78,0.549713
79,0.703633
80,0.669216
81,0.627151
82,0.612811
83,0.628107
84,0.550669
85,0.646272
86,0.751434
87,0.709369
88,0.637667
89,0.576482
90,0.601338
91,0.51912
92,0.634799
93,0.723709
94,0.456979
95,0.446463
