timestamp,value
0,0.200114
1,0.097747
2,0.118164
3,0.084289
4,0.132193
5,0.086113
6,0.007756
7,0.047277
8,0.013231
9,0.006501
10,0.004106
11,0.009695
12,0.013402
13,0.004962
14,0.097804
15,0.00154
16,0.000855
17,0.005133
18,0.006615
19,0.001312
20,0.032107
21,0.030111
22,0.015113
23,0.043798
24,0.077901
25,0.108355
26,0.068149
27,0.222869
28,0.11229
29,0.071685
30,0.012318
31,0.133676
32,0.153179
33,0.145138
34,0.089079
35,0.087938
36,0.233704
37,0.295238
38,0.261648
39,0.30807
40,0.244311
41,0.294497
42,0.236156
43,0.132079
44,0.240376
45,0.281095
46,0.327117
47,0.508925
48,0.324836
49,0.353464
50,0.219276
51,0.163901
52,0.158198
53,0.095409
54,0.162532
55,0.208098
56,0.262675
57,0.16698
58,0.147419
59,0.055204
60,0.154206
61,0.409353
62,0.211634
63,0.260451
64,0.268891
65,0.232563
66,0.164471
67,0.150898
68,0.276647
69,0.145309
70,0.143541
71,0.194924
72,0.165669
73,0.141317
74,0.129741
75,0.162532
76,0.267807
77,0.38483
78,0.431822
79,0.455831
80,0.415683
81,0.559852
82,1.0
83,0.650585
84,0.345309
85,0.429256
86,0.27294
87,0.174793
88,0.183234
89,0.280753
90,0.242943
91,0.263644
92,0.440433
93,0.155175
94,0.130254
95,0.051668
