timestamp,value
0,0.289711
1,0.352778
2,0.303113
3,0.322823
4,0.303901
5,0.301538
6,0.295231
7,0.311783
8,0.324398
9,0.318878
10,0.318091
11,0.299168
12,0.357511
13,0.312968
14,0.414661
15,0.500589
16,0.550651
17,0.630272
18,0.613719
19,0.580606
20,0.504534
21,0.449349
22,0.543556
23,0.524634
24,0.494281
25,0.550254
26,0.368153
27,0.369728
28,0.335431
29,0.261331
30,0.313358
31,0.285376
32,0.338588
33,0.452499
34,0.198263
35,0.180135
36,0.225458
37,0.185648
38,0.148208
39,0.157268
40,0.172246
41,0.125341
42,0.132436
43,0.05991
44,0.046905
45,0.055575
46,0.05676
47,0.046905
48,0.044145
49,0.036653
50,0.0201
51,0.021675
52,0.022463
53,0.022073
54,0.044145
55,0.097358
56,0.095783
57,0.090653
58,0.064245
59,0.093023
60,0.060698
61,0.061095
62,0.059123
63,0.08514
64,0.095385
65,0.078435
66,0.081983
67,0.083168
68,0.072128
69,0.063068
70,0.08277
71,0.11076
72,0.132436
73,0.163185
74,0.275123
75,0.263693
76,0.277493
77,0.265276
78,0.210878
79,0.318878
80,0.359086
81,0.449746
82,0.391404
83,0.359476
84,0.392589
85,0.714624
86,0.438309
87,0.543556
88,0.582182
89,0.540009
90,0.555774
91,0.480489
92,0.589674
93,0.311393
94,0.256208
95,0.241231
